leaf,field,group,block,path,status,in_legacy_params_csv
pep_elongation,tau,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/protein_g[0]/pep_elongation,resolved,False
Degrade_protein,Kf,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/protein_g[0]/protein_deg,resolved,True
FMRP_synth,Kd,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/FMRP_g[0]/FMRP_synth,resolved,False
FMRP_synth,tau,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/FMRP_g[0]/FMRP_synth,resolved,False
eTrans+AA,Km,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/Translation_clx[0]/pro_syn,resolved,True
eTrans+AA,kcat,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/Translation_clx[0]/pro_syn,resolved,True
ebTrans+AA,Km,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/Basal_Translation[0]/basal_syn,resolved,True
ebTrans+AA,kcat,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/Basal_Translation[0]/basal_syn,resolved,True
eCKII+FMRP,Km,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/CaseinKinase_g[0]/CKII[0]/CKII_phosph_FMRP,resolved,True
eCKII+FMRP,kcat,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/CaseinKinase_g[0]/CKII[0]/CKII_phosph_FMRP,resolved,True
ePP2A+FMRPp,Km,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephos_FMRP,resolved,True
ePP2A+FMRPp,kcat,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephos_FMRP,resolved,True
elongation,Kd,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/elongation,resolved,False
elongation,tau,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/elongation,resolved,False
activation,Kd,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/activation,resolved,False
activation,tau,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/TransElong_g[0]/activation,resolved,False
