leaf,field,group,block,path,status,in_legacy_params_csv
PIP3+AKT,Kd,SignalsHL10,Receptors_AKT,/model[0]/kinetics[0]/AKT_g[0]/PIP3_bind_AKT,resolved,True
PIP3+AKT,tau,SignalsHL10,Receptors_AKT,/model[0]/kinetics[0]/AKT_g[0]/PIP3_bind_AKT,resolved,True
PIP3+PDK1,Kd,SignalsHL10,Receptors_AKT,/model[0]/kinetics[0]/AKT_g[0]/PIP3_bind_PDK1,resolved,True
PIP3+PDK1,tau,SignalsHL10,Receptors_AKT,/model[0]/kinetics[0]/AKT_g[0]/PIP3_bind_PDK1,resolved,True
PKC+Ca,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_Ca,resolved,True
PKC+Ca,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_Ca,resolved,True
PKC_Ca+DAG,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_DAG,resolved,True
PKC_Ca+DAG,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_DAG,resolved,True
PKC_Ca_to_memb,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_Ca_to_memb,resolved,False
PKC_Ca_to_memb,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_Ca_to_memb,resolved,False
PKC_Ca_DAG_to_memb,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_DAG_to_memb,resolved,False
PKC_Ca_DAG_to_memb,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_DAG_to_memb,resolved,False
bPKC_act,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_basal_act,resolved,False
bPKC_act,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_basal_act,resolved,False
PKC+DAG,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_n_DAG,resolved,True
PKC+DAG,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_n_DAG,resolved,True
PKC_Ca+AA,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_Ca_AA,resolved,True
PKC_Ca+AA,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_Ca_AA,resolved,True
PKC_DAG_AA_act,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_DAG_AA,resolved,True
PKC_DAG_AA_act,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_DAG_AA,resolved,True
PKC+AA,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_AA,resolved,True
PKC+AA,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_act_by_AA,resolved,True
PKC_DAG+AA,Kd,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_n_DAG_AA,resolved,True
PKC_DAG+AA,tau,SignalsHL10,PKC,/model[0]/kinetics[0]/PKC_g[0]/PKC_n_DAG_AA,resolved,True
eAKT+Raf,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/AKT_g[0]/PIP3_AKT_t308_s473[0]/Raf_inhib,resolved,True
eAKT+Raf,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/AKT_g[0]/PIP3_AKT_t308_s473[0]/Raf_inhib,resolved,True
Ras+craf,Kd,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Ras_g[0]/Ras_act_craf,resolved,True
Ras+craf,tau,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Ras_g[0]/Ras_act_craf,resolved,True
ePP2A+RpT840barr2craf1p,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpT840barr2craf1p_dephosph,resolved,True
ePP2A+RpT840barr2craf1p,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/RpT840barr2craf1p_dephosph,resolved,True
ePKC+craf,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/PKC_act_raf,resolved,True
ePKC+craf,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/PKC_act_raf,resolved,True
ePKC+mGluRbarr2_craf,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/mGluRbarr2_craf1_act,resolved,True
ePKC+mGluRbarr2_craf,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/mGluRbarr2_craf1_act,resolved,True
ePKC+b2ARp1barr2_craf,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/b2ARp1barr2_craf1_act,resolved,False
ePKC+b2ARp1barr2_craf,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/b2ARp1barr2_craf1_act,resolved,False
ePP2A+b2ARp1barr2crafp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/b2ARp1barr2craf1p_dephosph,resolved,True
ePP2A+b2ARp1barr2crafp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/b2ARp1barr2craf1p_dephosph,resolved,True
craf_deph,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/craf_dephospho,resolved,True
craf_deph,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/craf_dephospho,resolved,True
crafpq_deph,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/craf_p_p_dephospho,resolved,True
crafpq_deph,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/craf_p_p_dephospho,resolved,True
Raf1_deph,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/deph_raf_ser259,resolved,True
Raf1_deph,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/deph_raf_ser259,resolved,True
eIntb2ARp1barr2craf+MEK,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Intb2ARp1barr2_craf1p[0]/b2ARp1barr2_phospho_MEK,resolved,True
eIntb2ARp1barr2craf+MEK,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Intb2ARp1barr2_craf1p[0]/b2ARp1barr2_phospho_MEK,resolved,True
eIntb2ARp1barr2craf+MEKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Intb2ARp1barr2_craf1p[0]/b2ARp1barr2_phospho_MEKp,resolved,True
eIntb2ARp1barr2craf+MEKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Intb2ARp1barr2_craf1p[0]/b2ARp1barr2_phospho_MEKp,resolved,True
ecraf1_mGluRbarr2+MEK,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/IntmGluRpT840barr2_craf1p[0]/mGluRbarr2_phospho_MEK,resolved,True
ecraf1_mGluRbarr2+MEK,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/IntmGluRpT840barr2_craf1p[0]/mGluRbarr2_phospho_MEK,resolved,True
ecraf1_mGluRbarr2+MEKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/IntmGluRpT840barr2_craf1p[0]/mGluRbarr2_phospho_MEKp,resolved,True
ecraf1_mGluRbarr2+MEKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/IntmGluRpT840barr2_craf1p[0]/mGluRbarr2_phospho_MEKp,resolved,True
eMKP1+MAPKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/MKP_1[0]/MKP1_tyr_deph,resolved,True
eMKP1+MAPKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/MKP_1[0]/MKP1_tyr_deph,resolved,True
eMKP1+MAPKpq,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/MKP_1[0]/MKP1_thr_deph,resolved,True
eMKP1+MAPKpq,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/MKP_1[0]/MKP1_thr_deph,resolved,True
mGluR_barr2+Raf,Kd,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/mGluR_barr2_Raf_scaffolding,resolved,True
mGluR_barr2+Raf,tau,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/mGluR_barr2_Raf_scaffolding,resolved,True
b2ARp1_barr2+Raf,Kd,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/b2ARp1_barr2_Raf_scaffolding,resolved,True
b2ARp1_barr2+Raf,tau,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/b2ARp1_barr2_Raf_scaffolding,resolved,True
b2ARp1barr2craf_dissoc,Kf,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/b2ARp1_barr2_craf_dissoc,resolved,True
mGluRpT840barr2craf_dissoc,Kf,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/mGluR_barr2_craf_dissoc,resolved,True
eRas+MAPKK,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Raf_p_GTP_Ras[0]/Raf_p_GTP_Ras_1,resolved,True
eRas+MAPKK,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Raf_p_GTP_Ras[0]/Raf_p_GTP_Ras_1,resolved,True
eRas+MAPKKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Raf_p_GTP_Ras[0]/Raf_p_GTP_Ras_2,resolved,True
eRas+MAPKKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/Raf_p_GTP_Ras[0]/Raf_p_GTP_Ras_2,resolved,True
eMAPKK+MAPKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/MAPKK_p_p[0]/MAPKKthr,resolved,True
eMAPKK+MAPKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/MAPKK_p_p[0]/MAPKKthr,resolved,True
eMAPKK+MAPK,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/MAPKK_p_p[0]/MAPKKtyr,resolved,True
eMAPKK+MAPK,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/MAPKK_p_p[0]/MAPKKtyr,resolved,True
eMAPK+crafp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/MAPK_p_p_feedback,resolved,True
eMAPK+crafp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/MAPK_p_p_feedback,resolved,True
ecraf+MAPKK,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/craf_1_p[0]/MEK_phospho,resolved,True
ecraf+MAPKK,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/craf_1_p[0]/MEK_phospho,resolved,True
ecraf+MAPKKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/craf_1_p[0]/MEKp_phospho,resolved,True
ecraf+MAPKKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/MAPK_g[0]/craf_1_p[0]/MEKp_phospho,resolved,True
ePP2A+MAPKKpq,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/MAPKK_dephospho,resolved,True
ePP2A+MAPKKpq,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/MAPKK_dephospho,resolved,True
ePP2A+MAPKKp,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/MAPKK_dephospho_ser,resolved,True
ePP2A+MAPKKp,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/MAPKK_dephospho_ser,resolved,True
ePKC+ng,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/PKC_phosph_neurogranin,resolved,True
ePKC+ng,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/PKC_phosph_neurogranin,resolved,True
ePKC+ng_CaM,Km,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/PKC_phosph_ng_CaM,resolved,True
ePKC+ng_CaM,kcat,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/PKC_g[0]/PKC_active[0]/PKC_phosph_ng_CaM,resolved,True
ng+CaM,Kd,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/CaM_g[0]/neurogranin_bind_CaM,resolved,True
ng+CaM,tau,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/CaM_g[0]/neurogranin_bind_CaM,resolved,True
ngp_deph,Kf,SignalsHL11,Receptors_MAPK,/model[0]/kinetics[0]/CaM_g[0]/ngp_deph,resolved,True
eTSC1_2+RhebGTP,Km,SignalsHL12,TSC1_2,/model[0]/kinetics[0]/TSC1_TSC2_g[0]/TSC1_TSC2[0]/TSC_inact_Rheb,resolved,True
eTSC1_2+RhebGTP,kcat,SignalsHL12,TSC1_2,/model[0]/kinetics[0]/TSC1_TSC2_g[0]/TSC1_TSC2[0]/TSC_inact_Rheb,resolved,True
ebAKT+TSC1_2,Km,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/AKT_g[0]/AKT_basal[0]/TSC2_phospho_basal,resolved,True
ebAKT+TSC1_2,kcat,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/AKT_g[0]/AKT_basal[0]/TSC2_phospho_basal,resolved,True
eAKT+TSC1_2,Km,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/AKT_g[0]/PIP3_AKT_t308_s473[0]/TSC2_phospho,resolved,True
eAKT+TSC1_2,kcat,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/AKT_g[0]/PIP3_AKT_t308_s473[0]/TSC2_phospho,resolved,True
TSC1_2_deph,Kf,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/TSC1_TSC2_g[0]/TSC1_TSC2_dephospho,resolved,True
RhebGTP+mTOR,Kd,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/mTORC1_g[0]/Rheb_GTP_bind_TORclx,resolved,False
RhebGTP+mTOR,tau,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/mTORC1_g[0]/Rheb_GTP_bind_TORclx,resolved,False
Rheb_act,Kf,SignalsHL12,Receptors_mTOR_S6K,/model[0]/kinetics[0]/mTORC1_g[0]/GDP_to_GTP,resolved,True
ePDK1+S6K,Km,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/AKT_g[0]/PDK1[0]/PDK1_act_S6K,resolved,True
ePDK1+S6K,kcat,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/AKT_g[0]/PDK1[0]/PDK1_act_S6K,resolved,True
emTORC1+S6K,Km,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/mTORC1_g[0]/TOR_Rheb_GTP_clx[0]/mTOR_act_S6K,resolved,True
emTORC1+S6K,kcat,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/mTORC1_g[0]/TOR_Rheb_GTP_clx[0]/mTOR_act_S6K,resolved,True
bS6K_act,Kf,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/S6K_g[0]/basal_S6K,resolved,True
ePP2A+S6Kpq,Km,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephos_clus_S6K,resolved,True
ePP2A+S6Kpq,kcat,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephos_clus_S6K,resolved,True
ePP2A+S6Kpqrs,Km,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephosp_S6K,resolved,True
ePP2A+S6Kpqrs,kcat,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephosp_S6K,resolved,True
ePP2A+S6Kpqr,Km,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephos_S6K,resolved,True
ePP2A+S6Kpqr,kcat,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/dephos_S6K,resolved,True
eMAPK+S6K,Km,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/cluster_phospho_S6K,resolved,True
eMAPK+S6K,kcat,SignalsHL13,Receptors_S6K,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/cluster_phospho_S6K,resolved,True
eIF4E+4EBP,Kd,SignalsHL14,4EBP,/model[0]/kinetics[0]/_4EBP_g[0]/eIF4E_bind_BP2,resolved,True
eIF4E+4EBP,tau,SignalsHL14,4EBP,/model[0]/kinetics[0]/_4EBP_g[0]/eIF4E_bind_BP2,resolved,True
eIF4EBPpqr_dissoc,Kd,SignalsHL14,4EBP,/model[0]/kinetics[0]/_4EBP_g[0]/eIF4E_BP2_disso,resolved,False
eIF4EBPpq_dissoc,Kd,SignalsHL14,4EBP,/model[0]/kinetics[0]/_4EBP_g[0]/eIF4E_BP_disso,resolved,False
CaMCa4+CaMKIII,Kd,SignalsHL15,CaMKIII,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_bind_CaM_Ca4,resolved,True
CaMCa4+CaMKIII,tau,SignalsHL15,CaMKIII,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_bind_CaM_Ca4,resolved,True
eS6Kpqrs+CaMKIII,Km,SignalsHL15,CaMKIII,/model[0]/kinetics[0]/S6K_g[0]/S6K_thr_252[0]/S6Kp_act_CaMKIII,resolved,True
eS6Kpqrs+CaMKIII,kcat,SignalsHL15,CaMKIII,/model[0]/kinetics[0]/S6K_g[0]/S6K_thr_252[0]/S6Kp_act_CaMKIII,resolved,True
emTORC1+eIF4E_4EBP,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/mTORC1_g[0]/TOR_Rheb_GTP_clx[0]/TOR_4E_BP_phospho,resolved,True
emTORC1+eIF4E_4EBP,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/mTORC1_g[0]/TOR_Rheb_GTP_clx[0]/TOR_4E_BP_phospho,resolved,True
emTORC1+4EBP,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/mTORC1_g[0]/TOR_Rheb_GTP_clx[0]/TOR_4E_BP_p,resolved,True
emTORC1+4EBP,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/mTORC1_g[0]/TOR_Rheb_GTP_clx[0]/TOR_4E_BP_p,resolved,True
ePP2A+4EBPpqr,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_4E_BP_p_p,resolved,True
ePP2A+4EBPpqr,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_4E_BP_p_p,resolved,True
ePP2A+4EBPpq,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_4E_BP_p,resolved,True
ePP2A+4EBPpq,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_4E_BP_p,resolved,True
ePP2A+eIF4EBPpqr,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_eIF4EBPpp,resolved,True
ePP2A+eIF4EBPpqr,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_eIF4EBPpp,resolved,True
ePP2A+eIF4EBPpq,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_eIF4EBPp,resolved,True
ePP2A+eIF4EBPpq,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/PP2A_eIF4EBPp,resolved,True
eIF4EBPpqr_dissoc,tau,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/_4EBP_g[0]/eIF4E_BP2_disso,resolved,False
eIF4EBPpq_dissoc,tau,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/_4EBP_g[0]/eIF4E_BP_disso,resolved,False
eMAPK+eIF4EBPpq,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/MAPK_4E_BP_phospho,resolved,True
eMAPK+eIF4EBPpq,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/MAPK_4E_BP_phospho,resolved,True
eMAPK+4EBPpq,Km,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/MAPK_4E_BP_p_p,resolved,True
eMAPK+4EBPpq,kcat,SignalsHL15,Receptors_eIF4E,/model[0]/kinetics[0]/MAPK_g[0]/MAPK_p_p[0]/MAPK_4E_BP_p_p,resolved,True
ebS6K+S6,Km,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/S6K_g[0]/S6K_basal[0]/S6K_act_bS6,resolved,True
ebS6K+S6,kcat,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/S6K_g[0]/S6K_basal[0]/S6K_act_bS6,resolved,True
eS6Kpqrs+40S,Km,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/S6K_g[0]/S6K_thr_252[0]/S6_phospho,resolved,True
eS6Kpqrs+40S,kcat,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/S6K_g[0]/S6K_thr_252[0]/S6_phospho,resolved,True
eS6Kpqr+40S,Km,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/S6K_g[0]/S6K_thr_412[0]/S6_phos,resolved,True
eS6Kpqr+40S,kcat,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/S6K_g[0]/S6K_thr_412[0]/S6_phos,resolved,True
S6_deph,Kf,SignalsHL16,Receptors_S6,/model[0]/kinetics[0]/_40S_g[0]/S6_dephosph,resolved,True
eIF4E+GA,Kd,SignalsHL17,TransInit,/model[0]/kinetics[0]/TransInit_g[0]/eIF4F_clx,resolved,False
eIF4E+GA,tau,SignalsHL17,TransInit,/model[0]/kinetics[0]/TransInit_g[0]/eIF4F_clx,resolved,False
eIF4F+mRNA,Kd,SignalsHL17,TransInit,/model[0]/kinetics[0]/TransInit_g[0]/eIF4F_mRNA_clx_formation,resolved,False
eIF4F+mRNA,tau,SignalsHL17,TransInit,/model[0]/kinetics[0]/TransInit_g[0]/eIF4F_mRNA_clx_formation,resolved,False
eIF4G+A,Kd,SignalsHL17,TransInit,/model[0]/kinetics[0]/TransInit_g[0]/eIF4G_A_clx_formation,resolved,False
eIF4G+A,tau,SignalsHL17,TransInit,/model[0]/kinetics[0]/TransInit_g[0]/eIF4G_A_clx_formation,resolved,False
Q+R,Kd,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/Q_binds_R,resolved,True
Q+R,tau,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/Q_binds_R,resolved,True
QR+M,Kd,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/QR_binds_M,resolved,True
QR+M,tau,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/QR_binds_M,resolved,True
R+M,Kd,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/R_binds_M,resolved,True
R+M,tau,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/R_binds_M,resolved,True
RM+Q,Kd,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/RM_binds_Q,resolved,True
RM+Q,tau,SignalsHL18,43S,/model[0]/kinetics[0]/_43S_g[0]/RM_binds_Q,resolved,True
ebCaMKIII+eEF2,Km,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_basal[0]/beEF2_act,resolved,True
ebCaMKIII+eEF2,kcat,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_basal[0]/beEF2_act,resolved,True
eCaMKIII+eEF2,Km,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_CaM_Ca4[0]/eEF2_act,resolved,True
eCaMKIII+eEF2,kcat,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_CaM_Ca4[0]/eEF2_act,resolved,True
ePP2A+eEF2p,Km,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/eEF2thr_56_dephospho,resolved,True
ePP2A+eEF2p,kcat,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/Phosphatase_g[0]/PP2A[0]/eEF2thr_56_dephospho,resolved,True
ebS6K+CaMKIII,Km,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/S6K_g[0]/S6K_basal[0]/bS6Kp_act_CaMKIII,resolved,True
ebS6K+CaMKIII,kcat,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/S6K_g[0]/S6K_basal[0]/bS6Kp_act_CaMKIII,resolved,True
CaMKIIIp_deph,Kf,SignalsHL18,Receptors_eEF2,/model[0]/kinetics[0]/CaMKIII_g[0]/CaMKIII_dephospho,resolved,True
FMRP+iTransl,Kd,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/FMRP_g[0]/FMRP_inhib_translation,resolved,False
FMRP+iTransl,tau,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/FMRP_g[0]/FMRP_inhib_translation,resolved,False
Degrade_FMRP,Kf,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/FMRP_g[0]/degrade_FMRP,resolved,True
pep_elongation,Kd,SignalsHL19,Receptors_protein,/model[0]/kinetics[0]/protein_g[0]/pep_elongation,resolved,False
