block,param1,param2,correlation,direction,max_abs_dscore_1,max_abs_dscore_2
Receptors_MAPK_5,b2ARp2barr2p_dissoc.Kf,ngp_deph.Kf,0.9999,positive (redundant),0.06129,0.061517
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.kcat,ngp_deph.Kf,0.9999,positive (redundant),0.061237,0.061517
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.Km,ngp_deph.Kf,0.9999,positive (redundant),0.061237,0.061517
Receptors_MAPK_5,b2ARp2barr2p_deph.kcat,ngp_deph.Kf,0.9999,positive (redundant),0.061421,0.061517
Receptors_MAPK_5,eMAPK+crafp.Km,eMAPK+crafp.kcat,0.9999,positive (redundant),0.346648,0.3378
Receptors_mTOR_S6K,ebAKT+TSC1_2.Km,ebAKT+TSC1_2.kcat,0.9999,positive (redundant),0.000691,0.000439
Receptors_mTOR_S6K,ebAKT+TSC1_2.Km,eAKT+TSC1_2.Km,-0.9999,negative (compensating),0.000691,0.028098
Receptors_mTOR_S6K,ebAKT+TSC1_2.Km,eAKT+TSC1_2.kcat,-0.9999,negative (compensating),0.000691,0.006288
Receptors_mTOR_S6K,ebAKT+TSC1_2.Km,TSC1_2_deph.Kf,-0.9999,negative (compensating),0.000691,0.028331
Receptors_eIF4E,emTORC1+eIF4E_4EBP.kcat,ePP2A+4EBPpq.kcat,-0.9999,negative (compensating),0.008936,0.009582
Receptors_S6,ebS6K+S6.Km,ebS6K+S6.kcat,-0.9999,negative (compensating),0.050712,0.005007
43S,QR+M.tau,RM+Q.tau,0.9999,positive (redundant),0.004297,0.056485
Receptors_protein,elongation.Kd,activation.Kd,0.9999,positive (redundant),0.114611,0.115389
Glu_mGluR_1,ePP2A+RpS870S901.kcat,RpS870Glu+Gq.Kd,0.9998,positive (redundant),0.00057,0.011106
Glu_mGluR_2,ePKC+mGluR.kcat,ePKC+LRpS870G.kcat,0.9998,positive (redundant),0.000851,0.000164
DHPG_mGluR_1,ePP2A+DHPGRpS870.kcat,ePP2A+DHPGRpS870G.kcat,0.9998,positive (redundant),0.00337,0.000133
b2AR,IsoR+GsGDP.Kd,Iso+RGs.Kd,0.9998,positive (redundant),0.007233,0.39295
barr2,GRK2+bg.tau,eGRK2+DHPG_mGluR5.Km,0.9998,positive (redundant),0.011052,0.003342
barr2,eGRK2+DHPG_mGluR5.Km,LRpT840+barr2.tau,0.9998,positive (redundant),0.003342,0.003663
barr2,DHPGRpT840+barr2.Kd,DHPGRpT840+barr2.tau,0.9998,positive (redundant),0.004989,0.000528
barr2,DHPGRpT840+barr2.tau,DHPGRpT840_barr2_internalize.Kf,-0.9998,negative (compensating),0.000528,0.003012
TrKs_PLCg,eCaPLCg+PIP2.Km,eCaPLCg+PIP2.kcat,0.9998,positive (redundant),0.073595,0.075906
mGluR_PLCb,ePLCb_Ca+PIP2.Km,ePLCb_Ca+PIP2.kcat,0.9998,positive (redundant),0.082489,0.088308
Receptors_Ras_2,GAP_deph.Kf,CaMCa4+GEF.tau,0.9998,positive (redundant),0.000911,0.001023
Receptors_Ras_2,CaMCa3+CaN.tau,CaMCa2+CaN.Kd,0.9998,positive (redundant),0.000867,0.001596
Receptors_Ras_2,eCaMGEF+Ras.Km,CaMCa4+CaN.tau,0.9998,positive (redundant),0.01273,0.002172
Receptors_Ras_2,eCaMGEF+Ras.Km,CaMCa2+CaN.Kd,0.9998,positive (redundant),0.01273,0.001596
Receptors_PI3K_1,ePTEN+PIP3.kcat,PI3K+RasGTP.tau,-0.9998,negative (compensating),0.000168,0.003345
Receptors_PI3K_1,Sosp+Grb2.Kd,PI3K+RasGTP.tau,-0.9998,negative (compensating),0.000387,0.003345
Receptors_PI3K_1,Sosp+Grb2.tau,PI3K+RasGTP.tau,0.9998,positive (redundant),0.001044,0.003345
Receptors_PI3K_1,PI3K+RasGTP.tau,ePI3K_Ras+PIP2.Km,0.9998,positive (redundant),0.003345,0.001392
Receptors_MAPK_3,Isob2ARp1_deph.Km,eIntb2ARp1barr2craf+MEK.kcat,0.9998,positive (redundant),0.006481,0.061236
Receptors_mTOR_S6K,ebAKT+TSC1_2.kcat,eAKT+TSC1_2.Km,-0.9998,negative (compensating),0.000439,0.028098
Receptors_protein,eTrans+AA.Km,elongation.Kd,0.9998,positive (redundant),0.115836,0.114611
DHPG_mGluR_1,ePP2A+DHPGRpS870.Km,ePP2A+DHPGRpS870.kcat,-0.9997,negative (compensating),0.027084,0.00337
b2AR,IsoR+GsGDP.Kd,IsoR+GsGDP.tau,-0.9997,negative (compensating),0.007233,0.008035
barr2,LRpT840+barr2.tau,DHPGRpT840+barr2.tau,0.9997,positive (redundant),0.003663,0.000528
mGluR_PLCb,ePLCb_Ca_Gq+PIP2.Km,ePLCb_Ca_Gq+PIP2.kcat,0.9997,positive (redundant),0.185299,0.189591
Receptors_Ras_1,ePKC+GAP.kcat,bg+GEF.tau,0.9997,positive (redundant),0.000837,0.001942
Receptors_Ras_2,GAP_deph.Kf,CaMCa4+CaN.tau,0.9997,positive (redundant),0.000911,0.002172
Receptors_Ras_2,CaMCa4+GEF.tau,CaMCa4+CaN.tau,0.9997,positive (redundant),0.001023,0.002172
Receptors_Ras_2,CaMCa4+GEF.tau,CaMCa2+CaN.Kd,0.9997,positive (redundant),0.001023,0.001596
Receptors_PI3K_1,Sosp_deph.Kf,PI3K+RasGTP.tau,0.9997,positive (redundant),0.001482,0.003345
Receptors_PI3K_1,eSHCpGrb2Gab1PI3K+PIP2.kcat,PI3K+RasGTP.tau,0.9997,positive (redundant),0.000797,0.003345
Receptors_PI3K_1,ePI3K_Ras+PIP2.kcat,PI3K+RasGTP.tau,0.9997,positive (redundant),0.000705,0.003345
Receptors_PI3K_1,Sos+Grb2.tau,PI3K+RasGTP.tau,0.9997,positive (redundant),0.002055,0.003345
Receptors_MAPK_1,ePKC+ng.kcat,eGRK2+Epi_b2AR.kcat,0.9997,positive (redundant),0.013936,0.008004
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,mGluR_barr2+Raf.tau,0.9997,positive (redundant),0.061223,0.061383
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,ePKC+ng_CaM.kcat,0.9997,positive (redundant),0.061223,0.061459
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,mGluR_barr2+Raf.tau,0.9997,positive (redundant),0.061262,0.061383
Receptors_MAPK_3,ng+CaM.tau,Isob2ARp1_deph.Km,0.9997,positive (redundant),0.005397,0.006481
Receptors_MAPK_3,ng+CaM.tau,mGluR_barr2+Raf.tau,0.9997,positive (redundant),0.005397,0.061383
Receptors_MAPK_3,ng+CaM.tau,ePKC+b2ARp1barr2_craf.kcat,0.9997,positive (redundant),0.005397,0.061241
Receptors_MAPK_3,ng+CaM.tau,b2ARp2barr2p_deph.Km,0.9997,positive (redundant),0.005397,0.061236
Receptors_MAPK_3,ng+CaM.tau,ePP2A+b2ARp1barr2crafp.Km,0.9997,positive (redundant),0.005397,0.061235
Receptors_MAPK_3,ng+CaM.tau,ePP2A+b2ARp1barr2crafp.kcat,0.9997,positive (redundant),0.005397,0.061239
Receptors_MAPK_3,ng+CaM.tau,eIntb2ARp1barr2craf+MEK.kcat,0.9997,positive (redundant),0.005397,0.061236
Receptors_MAPK_3,ng+CaM.tau,eGRK2+Iso_b2AR.Km,0.9997,positive (redundant),0.005397,0.061349
Receptors_MAPK_3,ng+CaM.tau,eGRK5+Epi_b2AR.kcat,0.9997,positive (redundant),0.005397,0.061235
Receptors_MAPK_3,ng+CaM.tau,Isob2ARp2_deph.Km,0.9997,positive (redundant),0.005397,0.061422
Receptors_MAPK_3,ng+CaM.tau,Isob2ARp1_deph.kcat,0.9997,positive (redundant),0.005397,0.061243
Receptors_MAPK_3,ng+CaM.tau,Intb2ARp1_deph.kcat,0.9997,positive (redundant),0.005397,0.061239
Receptors_MAPK_3,ng+CaM.tau,eGRK2+Iso_b2AR.kcat,0.9997,positive (redundant),0.005397,0.061235
Receptors_MAPK_3,ng+CaM.tau,Isob2ARp1+barr2.tau,0.9997,positive (redundant),0.005397,0.061234
Receptors_MAPK_3,Isob2ARp1_deph.Km,mGluR_barr2+Raf.tau,0.9997,positive (redundant),0.006481,0.061383
Receptors_MAPK_3,Isob2ARp1_deph.Km,ePKC+ng_CaM.kcat,0.9997,positive (redundant),0.006481,0.061459
Receptors_MAPK_3,Isob2ARp1_deph.Km,ePKC+b2ARp1barr2_craf.kcat,0.9997,positive (redundant),0.006481,0.061241
Receptors_MAPK_3,Isob2ARp1_deph.Km,b2ARp2barr2p_deph.Km,0.9997,positive (redundant),0.006481,0.061236
Receptors_MAPK_3,Isob2ARp1_deph.Km,ePP2A+b2ARp1barr2crafp.Km,0.9997,positive (redundant),0.006481,0.061235
Receptors_MAPK_3,Isob2ARp1_deph.Km,ePP2A+b2ARp1barr2crafp.kcat,0.9997,positive (redundant),0.006481,0.061239
Receptors_MAPK_3,Isob2ARp1_deph.Km,eGRK2+Iso_b2AR.Km,0.9997,positive (redundant),0.006481,0.061349
Receptors_MAPK_3,Isob2ARp1_deph.Km,eGRK5+Epi_b2AR.kcat,0.9997,positive (redundant),0.006481,0.061235
Receptors_MAPK_3,Isob2ARp1_deph.Km,Isob2ARp2_deph.Km,0.9997,positive (redundant),0.006481,0.061422
Receptors_MAPK_3,Isob2ARp1_deph.Km,Isob2ARp1_deph.kcat,0.9997,positive (redundant),0.006481,0.061243
Receptors_MAPK_3,Isob2ARp1_deph.Km,Intb2ARp1_deph.kcat,0.9997,positive (redundant),0.006481,0.061239
Receptors_MAPK_3,Isob2ARp1_deph.Km,eGRK2+Iso_b2AR.kcat,0.9997,positive (redundant),0.006481,0.061235
Receptors_MAPK_3,Isob2ARp1_deph.Km,Isob2ARp1+barr2.tau,0.9997,positive (redundant),0.006481,0.061234
Receptors_mTOR_S6K,ebAKT+TSC1_2.kcat,eAKT+TSC1_2.kcat,-0.9997,negative (compensating),0.000439,0.006288
Receptors_mTOR_S6K,ebAKT+TSC1_2.kcat,TSC1_2_deph.Kf,-0.9997,negative (compensating),0.000439,0.028331
43S,Q+R.tau,RM+Q.tau,0.9997,positive (redundant),0.00074,0.056485
Glu_mGluR_1,ePP2A+RpS870S901.kcat,ePKC+mGluR.Km,0.9996,positive (redundant),0.00057,0.024657
Glu_mGluR_1,ePP2A+RpS870S901.kcat,RpS870+Glu.tau,0.9996,positive (redundant),0.00057,0.017101
barr2,eGRK2+DHPG_mGluR5.Km,DHPGRpT840+barr2.tau,0.9996,positive (redundant),0.003342,0.000528
TrKs_PLCg,eCaPLCg+PIP2.Km,eCaPLCgp+PIP2.Km,-0.9996,negative (compensating),0.073595,0.067296
TrKs_PLCg,eCaPLCg+PIP2.Km,eCaPLCgp+PIP2.kcat,-0.9996,negative (compensating),0.073595,0.067826
AC_2,EpiR+GsGDP.Kd,EpiR+GsGDP.tau,-0.9996,negative (compensating),0.008569,0.00451
Receptors_Ras_1,ePKC+GAP.kcat,CaMCa2+CaN.tau,0.9996,positive (redundant),0.000837,0.00104
Receptors_Ras_2,GAP_deph.Kf,CaMCa2+CaN.Kd,0.9996,positive (redundant),0.000911,0.001596
Receptors_PI3K_1,ePTEN+PIP3.kcat,SHCp+Grb2.tau,-0.9996,negative (compensating),0.000168,0.003282
Receptors_PI3K_1,ebPI3K+PIP2.kcat,PI3K+RasGTP.tau,0.9996,positive (redundant),0.001431,0.003345
Receptors_MAPK_2,ecraf1_mGluRbarr2+MEK.kcat,ecraf1_mGluRbarr2+MEKp.kcat,0.9996,positive (redundant),0.060978,0.060944
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,ePKC+ng_CaM.kcat,0.9996,positive (redundant),0.061262,0.061459
Receptors_MAPK_3,ePKC+ng.Km,ePKC+b2ARp1barr2_craf.kcat,0.9996,positive (redundant),0.008705,0.061241
Receptors_MAPK_3,ePKC+ng.Km,b2ARp2barr2p_deph.Km,0.9996,positive (redundant),0.008705,0.061236
Receptors_MAPK_3,ePKC+ng.Km,ePP2A+b2ARp1barr2crafp.kcat,0.9996,positive (redundant),0.008705,0.061239
Receptors_MAPK_3,ePKC+ng.Km,eIntb2ARp1barr2craf+MEK.kcat,0.9996,positive (redundant),0.008705,0.061236
Receptors_MAPK_3,ePKC+ng.Km,eGRK2+Iso_b2AR.Km,0.9996,positive (redundant),0.008705,0.061349
Receptors_MAPK_3,ePKC+ng.Km,eGRK5+Epi_b2AR.kcat,0.9996,positive (redundant),0.008705,0.061235
Receptors_MAPK_3,ePKC+ng.Km,Isob2ARp2_deph.Km,0.9996,positive (redundant),0.008705,0.061422
Receptors_MAPK_3,ePKC+ng.Km,Isob2ARp1_deph.kcat,0.9996,positive (redundant),0.008705,0.061243
Receptors_MAPK_3,ePKC+ng.Km,Intb2ARp1_deph.kcat,0.9996,positive (redundant),0.008705,0.061239
Receptors_MAPK_3,ePKC+ng.Km,eGRK2+Iso_b2AR.kcat,0.9996,positive (redundant),0.008705,0.061235
Receptors_MAPK_3,ePKC+ng.Km,Isob2ARp1+barr2.tau,0.9996,positive (redundant),0.008705,0.061234
Receptors_MAPK_3,ng+CaM.tau,ePKC+ng_CaM.kcat,0.9996,positive (redundant),0.005397,0.061459
NMDAR,NMDA+NMDAR.Kd,eAMPAR+Glu_NMDAR.Km,-0.9995,negative (compensating),0.29753,0.393517
Glu_mGluR_1,ePP2A+RpS870G.kcat,ePKA+GluR.Km,0.9995,positive (redundant),0.032984,0.006724
Glu_mGluR_1,ePP2A+RpS870G.kcat,ePP2A+LRpS870G.Km,0.9995,positive (redundant),0.032984,0.029199
Glu_mGluR_1,ePP2A+RpS870G.kcat,ePP2A+LRpS870G.kcat,0.9995,positive (redundant),0.032984,0.01091
Glu_mGluR_1,ePP2A+RpS870G.kcat,RpS870+Glu.tau,0.9995,positive (redundant),0.032984,0.017101
Glu_mGluR_1,ePP2A+RpS870G.kcat,RpS870Glu+Gq.tau,0.9995,positive (redundant),0.032984,0.043088
Glu_mGluR_1,ePP2A+RpS870S901.kcat,ePKA+GluR.Km,0.9995,positive (redundant),0.00057,0.006724
Glu_mGluR_1,ePP2A+RpS870S901.kcat,ePP2A+LRpS870G.Km,0.9995,positive (redundant),0.00057,0.029199
Glu_mGluR_1,ePP2A+RpS870S901.kcat,ePP2A+LRpS870G.kcat,0.9995,positive (redundant),0.00057,0.01091
Glu_mGluR_1,ePP2A+RpS870S901.kcat,RpS870Glu+Gq.tau,0.9995,positive (redundant),0.00057,0.043088
HomerPIKE_1,PIKE+DHPG_mGluR_Homer.Kd,PI3K+DHPG_mGluR_HomerPIKE.Kd,0.9995,positive (redundant),0.00196,0.002037
mGluR_PLCb,PLCb+Ca.tau,Degrade_DAG.Kf,-0.9995,negative (compensating),0.023814,0.005846
Receptors_Ras_2,CaMCa4+GEF.tau,CaMCa3+CaN.tau,0.9995,positive (redundant),0.001023,0.000867
Receptors_PI3K_1,Sosp+Grb2.Kd,SHCp+Grb2.tau,-0.9995,negative (compensating),0.000387,0.003282
Receptors_PI3K_1,SHC+SosGrb2.Kd,eSHCpGrb2Gab1PI3K+PIP2.Km,-0.9995,negative (compensating),0.005752,0.009033
Receptors_PI3K_1,Sosp+Grb2.tau,SHCp+Grb2.tau,0.9995,positive (redundant),0.001044,0.003282
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,b2ARp2barr2p_deph.Km,0.9995,positive (redundant),0.061223,0.061236
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,ePP2A+b2ARp1barr2crafp.Km,0.9995,positive (redundant),0.061223,0.061235
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,ePP2A+b2ARp1barr2crafp.kcat,0.9995,positive (redundant),0.061223,0.061239
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,eIntb2ARp1barr2craf+MEK.kcat,0.9995,positive (redundant),0.061223,0.061236
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,eGRK2+Iso_b2AR.Km,0.9995,positive (redundant),0.061223,0.061349
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,eGRK5+Epi_b2AR.kcat,0.9995,positive (redundant),0.061223,0.061235
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,Isob2ARp2_deph.Km,0.9995,positive (redundant),0.061223,0.061422
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,Isob2ARp1_deph.kcat,0.9995,positive (redundant),0.061223,0.061243
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,Intb2ARp1_deph.kcat,0.9995,positive (redundant),0.061223,0.061239
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,eGRK2+Iso_b2AR.kcat,0.9995,positive (redundant),0.061223,0.061235
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,Isob2ARp1+barr2.tau,0.9995,positive (redundant),0.061223,0.061234
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,ePP2A+b2ARp1barr2crafp.Km,0.9995,positive (redundant),0.061262,0.061235
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,ePP2A+b2ARp1barr2crafp.kcat,0.9995,positive (redundant),0.061262,0.061239
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,eGRK5+Epi_b2AR.kcat,0.9995,positive (redundant),0.061262,0.061235
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,Isob2ARp1+barr2.tau,0.9995,positive (redundant),0.061262,0.061234
Receptors_MAPK_3,ePKC+ng.Km,ePP2A+b2ARp1barr2crafp.Km,0.9995,positive (redundant),0.008705,0.061235
Glu_mGluR_1,ePP2A+RpS870G.kcat,ePKC+mGluR.Km,0.9994,positive (redundant),0.032984,0.024657
Glu_mGluR_1,ePP2A+RpS870G.kcat,RpS870Glu+Gq.Kd,0.9994,positive (redundant),0.032984,0.011106
HomerPIKE_1,PI3K+DHPG_mGluR_HomerPIKE.tau,PI3K+DHPG_mGluR_HomerPIKE.Kd,0.9994,positive (redundant),0.000172,0.002037
TrKs_PLCg,eCaPLCg+PIP2.kcat,eCaPLCgp+PIP2.Km,-0.9994,negative (compensating),0.075906,0.067296
TrKs_PLCg,eCaPLCg+PIP2.kcat,eCaPLCgp+PIP2.kcat,-0.9994,negative (compensating),0.075906,0.067826
Receptors_Ras_2,CaMCa3+CaN.tau,eCaMGEF+Ras.Km,0.9994,positive (redundant),0.000867,0.01273
Receptors_Ras_2,CaMCa3+CaN.tau,CaMCa4+CaN.tau,0.9994,positive (redundant),0.000867,0.002172
Receptors_PI3K_1,eSHCpGrb2Gab1PI3K+PIP2.kcat,SHCp+Grb2.tau,0.9994,positive (redundant),0.000797,0.003282
Receptors_PI3K_1,ePI3K_Ras+PIP2.kcat,SHCp+Grb2.tau,0.9994,positive (redundant),0.000705,0.003282
Receptors_PI3K_1,Sos+Grb2.tau,SHCp+Grb2.tau,0.9994,positive (redundant),0.002055,0.003282
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,ePKC+b2ARp1barr2_craf.kcat,0.9994,positive (redundant),0.061223,0.061241
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,ePKC+b2ARp1barr2_craf.kcat,0.9994,positive (redundant),0.061262,0.061241
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,b2ARp2barr2p_deph.Km,0.9994,positive (redundant),0.061262,0.061236
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,eIntb2ARp1barr2craf+MEK.kcat,0.9994,positive (redundant),0.061262,0.061236
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,eGRK2+Iso_b2AR.Km,0.9994,positive (redundant),0.061262,0.061349
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,Isob2ARp2_deph.Km,0.9994,positive (redundant),0.061262,0.061422
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,Isob2ARp1_deph.kcat,0.9994,positive (redundant),0.061262,0.061243
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,Intb2ARp1_deph.kcat,0.9994,positive (redundant),0.061262,0.061239
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,eGRK2+Iso_b2AR.kcat,0.9994,positive (redundant),0.061262,0.061235
Receptors_MAPK_3,ePKC+ng.Km,ng+CaM.tau,0.9994,positive (redundant),0.008705,0.005397
Receptors_MAPK_3,ePKC+ng.Km,mGluR_barr2+Raf.tau,0.9994,positive (redundant),0.008705,0.061383
CaM,CaM+Ca.Kd,CaMCa+Ca.Kd,0.9993,positive (redundant),0.140166,0.111467
mGluR_PLCb,PLC+Gq.tau,PLC_Gq+Ca.tau,0.9993,positive (redundant),0.010842,0.017923
Receptors_PI3K_1,ePTEN+PIP3.kcat,ePI3K_Ras+PIP2.Km,-0.9993,negative (compensating),0.000168,0.001392
Receptors_PI3K_1,ebPI3K+PIP2.kcat,SHCp+Grb2.tau,0.9993,positive (redundant),0.001431,0.003282
Receptors_PI3K_1,Sosp_deph.Kf,SHCp+Grb2.tau,0.9993,positive (redundant),0.001482,0.003282
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,ng+CaM.tau,0.9993,positive (redundant),0.061223,0.005397
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,ng+CaM.tau,0.9993,positive (redundant),0.061262,0.005397
Receptors_MAPK_3,ng+CaM.Kd,ePKC+ng_CaM.kcat,0.9993,positive (redundant),0.061075,0.061459
Receptors_MAPK_3,ng+CaM.Kd,ePKC+b2ARp1barr2_craf.kcat,0.9993,positive (redundant),0.061075,0.061241
Receptors_MAPK_3,ng+CaM.Kd,b2ARp2barr2p_deph.Km,0.9993,positive (redundant),0.061075,0.061236
Receptors_MAPK_3,ng+CaM.Kd,ePP2A+b2ARp1barr2crafp.Km,0.9993,positive (redundant),0.061075,0.061235
Receptors_MAPK_3,ng+CaM.Kd,ePP2A+b2ARp1barr2crafp.kcat,0.9993,positive (redundant),0.061075,0.061239
Receptors_MAPK_3,ng+CaM.Kd,eIntb2ARp1barr2craf+MEK.kcat,0.9993,positive (redundant),0.061075,0.061236
Receptors_MAPK_3,ng+CaM.Kd,eGRK2+Iso_b2AR.Km,0.9993,positive (redundant),0.061075,0.061349
Receptors_MAPK_3,ng+CaM.Kd,eGRK5+Epi_b2AR.kcat,0.9993,positive (redundant),0.061075,0.061235
Receptors_MAPK_3,ng+CaM.Kd,Isob2ARp2_deph.Km,0.9993,positive (redundant),0.061075,0.061422
Receptors_MAPK_3,ng+CaM.Kd,Isob2ARp1_deph.kcat,0.9993,positive (redundant),0.061075,0.061243
Receptors_MAPK_3,ng+CaM.Kd,Intb2ARp1_deph.kcat,0.9993,positive (redundant),0.061075,0.061239
Receptors_MAPK_3,ng+CaM.Kd,eGRK2+Iso_b2AR.kcat,0.9993,positive (redundant),0.061075,0.061235
Receptors_MAPK_3,ng+CaM.Kd,Isob2ARp1+barr2.tau,0.9993,positive (redundant),0.061075,0.061234
Receptors_MAPK_3,ePKC+ng.Km,Isob2ARp1_deph.Km,0.9993,positive (redundant),0.008705,0.006481
HomerPIKE_1,eHomerPIKEPI3K+PIP2.Km,PI3K+Glu_mGluR_HomerPIKE.Kd,0.9992,positive (redundant),0.209764,0.205466
mGluR_PLCb,ePLCb_Ca+PIP2.kcat,PLCb+Ca.tau,0.9992,positive (redundant),0.088308,0.023814
Receptors_Ras_1,eCaMGEF+Ras.kcat,ePKC+GAP.kcat,0.9992,positive (redundant),0.094443,0.000837
Receptors_Ras_1,eCaMGEF+Ras.kcat,bg+GEF.tau,0.9992,positive (redundant),0.094443,0.001942
Receptors_PI3K_1,Sosp+Grb2.Kd,ePI3K_Ras+PIP2.Km,-0.9992,negative (compensating),0.000387,0.001392
Receptors_PI3K_1,SHC+SosGrb2.Kd,SHCp+Grb2.Kd,0.9992,positive (redundant),0.005752,0.456552
Receptors_PI3K_1,Sosp+Grb2.tau,ePI3K_Ras+PIP2.Km,0.9992,positive (redundant),0.001044,0.001392
Receptors_PI3K_1,ePI3K_Ras+PIP2.kcat,ePI3K_Ras+PIP2.Km,0.9992,positive (redundant),0.000705,0.001392
Receptors_PI3K_1,Sos+Grb2.tau,ePI3K_Ras+PIP2.Km,0.9992,positive (redundant),0.002055,0.001392
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,Isob2ARp1_deph.Km,0.9992,positive (redundant),0.061223,0.006481
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEKp.Km,Isob2ARp1_deph.Km,0.9992,positive (redundant),0.061262,0.006481
Receptors_MAPK_3,ePKC+ng.Km,ePKC+ng_CaM.kcat,0.9992,positive (redundant),0.008705,0.061459
b2AR,IsoR+GsGDP.tau,Iso+RGs.Kd,-0.9991,negative (compensating),0.008035,0.39295
Receptors_Ras_2,Ca+CaNCa2.Kd,GAP_deph.Kf,0.9991,positive (redundant),0.000666,0.000911
Receptors_Ras_2,Ca+CaNCa2.Kd,CaMCa4+GEF.tau,0.9991,positive (redundant),0.000666,0.001023
Receptors_Ras_2,CaMCa4+GEF.tau,eCaMGEF+Ras.Km,0.9991,positive (redundant),0.001023,0.01273
Receptors_PI3K_1,eSHCpGrb2Gab1PI3K+PIP2.kcat,ePI3K_Ras+PIP2.Km,0.9991,positive (redundant),0.000797,0.001392
Receptors_MAPK_3,ng+CaM.Kd,mGluR_barr2+Raf.tau,0.9991,positive (redundant),0.061075,0.061383
Receptors_eIF4E,emTORC1+4EBP.Km,emTORC1+4EBP.kcat,-0.9991,negative (compensating),0.149355,0.007014
mGluR_PLCb,PLC+Gq.tau,ePLCb_Ca+PIP2.Km,0.999,positive (redundant),0.010842,0.082489
mGluR_PLCb,PLC+Gq.tau,ePLCb_Ca+PIP2.kcat,0.999,positive (redundant),0.010842,0.088308
mGluR_PLCb,PLC+Gq.tau,PLCb+Ca.tau,0.999,positive (redundant),0.010842,0.023814
Receptors_Ras_1,eCaMGEF+Ras.kcat,CaMCa2+CaN.tau,0.999,positive (redundant),0.094443,0.00104
Receptors_Ras_1,eGEF+RasGDP.Km,ePKC+GEF.Km,0.999,positive (redundant),0.145923,0.130518
Receptors_Ras_2,GAP_deph.Kf,CaMCa3+CaN.tau,0.999,positive (redundant),0.000911,0.000867
Receptors_Ras_2,GAP_deph.Kf,eCaMGEF+Ras.Km,0.999,positive (redundant),0.000911,0.01273
Receptors_PI3K_1,ebPI3K+PIP2.kcat,ePI3K_Ras+PIP2.Km,0.999,positive (redundant),0.001431,0.001392
Receptors_PI3K_1,Sosp_deph.Kf,ePI3K_Ras+PIP2.Km,0.999,positive (redundant),0.001482,0.001392
Receptors_MAPK_3,ng+CaM.Kd,Isob2ARp1_deph.Km,0.999,positive (redundant),0.061075,0.006481
TrKs_SHC,bSHC_act.Km,bSHC_act.kcat,-0.9989,negative (compensating),0.000186,0.000573
Receptors_MAPK_3,ng+CaM.Kd,ng+CaM.tau,0.9989,positive (redundant),0.061075,0.005397
Glu_mGluR_1,ePP2A+RpS870G.kcat,ePP2A+RpS870S901.kcat,0.9988,positive (redundant),0.032984,0.00057
Receptors_PI3K_1,SHC+SosGrb2.Kd,SHCpGrb2Gab1+PI3K.Kd,0.9988,positive (redundant),0.005752,0.532565
HomerPIKE_1,eHomerPIKEPI3K+PIP2.Km,PIKE+Glu_mGluR_Homer.Kd,0.9987,positive (redundant),0.209764,0.203451
Receptors_MAPK_3,ecraf1_mGluRbarr2+MEK.Km,ng+CaM.Kd,0.9987,positive (redundant),0.061223,0.061075
Receptors_MAPK_3,ng+CaM.Kd,ePKC+ng.Km,0.9987,positive (redundant),0.061075,0.008705
