block,param1,param2,correlation,direction,max_abs_dscore_1,max_abs_dscore_2
Receptors_MAPK_4,b2ARp1_barr2+Raf.tau,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061281,0.061234
Receptors_MAPK_4,b2ARp1_barr2+Raf.tau,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061281,0.061238
Receptors_MAPK_4,b2ARp1_barr2+Raf.tau,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061281,0.061235
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Epib2ARp2_deph.Km,1.0,positive (redundant),0.061238,0.061486
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,eGRK2+Epi_b2AR.Km,1.0,positive (redundant),0.061238,0.061236
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Isob2ARp2_barr2_internalize.Kf,1.0,positive (redundant),0.061238,0.061236
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Epib2ARp2+barr2.Kd,1.0,positive (redundant),0.061238,0.061487
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,eGRK5+Iso_b2AR.kcat,1.0,positive (redundant),0.061238,0.061495
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Isob2ARp2+barr2.Kd,1.0,positive (redundant),0.061238,0.061236
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061238,0.061239
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061238,0.061238
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061238,0.06124
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061238,0.061234
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061238,0.061238
Receptors_MAPK_4,eGRK5+Epi_b2AR.Km,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061238,0.061235
Receptors_MAPK_4,Epib2ARp2_deph.Km,eGRK2+Epi_b2AR.Km,1.0,positive (redundant),0.061486,0.061236
Receptors_MAPK_4,Epib2ARp2_deph.Km,Isob2ARp2_barr2_internalize.Kf,1.0,positive (redundant),0.061486,0.061236
Receptors_MAPK_4,Epib2ARp2_deph.Km,Epib2ARp2+barr2.Kd,1.0,positive (redundant),0.061486,0.061487
Receptors_MAPK_4,Epib2ARp2_deph.Km,eGRK5+Iso_b2AR.kcat,1.0,positive (redundant),0.061486,0.061495
Receptors_MAPK_4,Epib2ARp2_deph.Km,Isob2ARp2+barr2.Kd,1.0,positive (redundant),0.061486,0.061236
Receptors_MAPK_4,Epib2ARp2_deph.Km,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061486,0.061239
Receptors_MAPK_4,Epib2ARp2_deph.Km,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061486,0.061238
Receptors_MAPK_4,Epib2ARp2_deph.Km,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061486,0.06124
Receptors_MAPK_4,Epib2ARp2_deph.Km,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061486,0.061234
Receptors_MAPK_4,Epib2ARp2_deph.Km,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061486,0.061238
Receptors_MAPK_4,Epib2ARp2_deph.Km,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061486,0.061235
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Isob2ARp2_barr2_internalize.Kf,1.0,positive (redundant),0.061236,0.061236
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Epib2ARp2+barr2.Kd,1.0,positive (redundant),0.061236,0.061487
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,eGRK5+Iso_b2AR.kcat,1.0,positive (redundant),0.061236,0.061495
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Isob2ARp2+barr2.Kd,1.0,positive (redundant),0.061236,0.061236
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061236,0.061239
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061236,0.061238
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061236,0.06124
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061236,0.061234
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061236,0.061238
Receptors_MAPK_4,eGRK2+Epi_b2AR.Km,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061236,0.061235
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Epib2ARp2+barr2.Kd,1.0,positive (redundant),0.061236,0.061487
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,eGRK5+Iso_b2AR.kcat,1.0,positive (redundant),0.061236,0.061495
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Isob2ARp2+barr2.Kd,1.0,positive (redundant),0.061236,0.061236
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061236,0.061239
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061236,0.061238
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061236,0.06124
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061236,0.061234
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061236,0.061238
Receptors_MAPK_4,Isob2ARp2_barr2_internalize.Kf,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061236,0.061235
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,eGRK5+Iso_b2AR.kcat,1.0,positive (redundant),0.061487,0.061495
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,Isob2ARp2+barr2.Kd,1.0,positive (redundant),0.061487,0.061236
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061487,0.061239
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061487,0.061238
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061487,0.06124
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061487,0.061234
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061487,0.061238
Receptors_MAPK_4,Epib2ARp2+barr2.Kd,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061487,0.061235
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,Isob2ARp2+barr2.Kd,1.0,positive (redundant),0.061495,0.061236
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061495,0.061239
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061495,0.061238
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061495,0.06124
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061495,0.061234
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061495,0.061238
Receptors_MAPK_4,eGRK5+Iso_b2AR.kcat,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061495,0.061235
Receptors_MAPK_4,Isob2ARp2+barr2.Kd,b2ARp1_barr2+Raf.Kd,1.0,positive (redundant),0.061236,0.061239
Receptors_MAPK_4,Isob2ARp2+barr2.Kd,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061236,0.061238
Receptors_MAPK_4,Isob2ARp2+barr2.Kd,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061236,0.06124
Receptors_MAPK_4,Isob2ARp2+barr2.Kd,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061236,0.061234
Receptors_MAPK_4,Isob2ARp2+barr2.Kd,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061236,0.061238
Receptors_MAPK_4,Isob2ARp2+barr2.Kd,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061236,0.061235
Receptors_MAPK_4,b2ARp1_barr2+Raf.Kd,Epib2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061239,0.061238
Receptors_MAPK_4,b2ARp1_barr2+Raf.Kd,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061239,0.06124
Receptors_MAPK_4,b2ARp1_barr2+Raf.Kd,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061239,0.061234
Receptors_MAPK_4,b2ARp1_barr2+Raf.Kd,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061239,0.061238
Receptors_MAPK_4,b2ARp1_barr2+Raf.Kd,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061239,0.061235
Receptors_MAPK_4,Epib2ARp1_barr2_internalize.Kf,Epib2ARp2_deph.kcat,1.0,positive (redundant),0.061238,0.06124
Receptors_MAPK_4,Epib2ARp1_barr2_internalize.Kf,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.061238,0.061234
Receptors_MAPK_4,Epib2ARp1_barr2_internalize.Kf,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061238,0.061238
Receptors_MAPK_4,Epib2ARp1_barr2_internalize.Kf,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061238,0.061235
Receptors_MAPK_4,Epib2ARp2_deph.kcat,Epib2ARp1+barr2.Kd,1.0,positive (redundant),0.06124,0.061234
Receptors_MAPK_4,Epib2ARp2_deph.kcat,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.06124,0.061238
Receptors_MAPK_4,Epib2ARp2_deph.kcat,Intb2ARp1_deph.Km,1.0,positive (redundant),0.06124,0.061235
Receptors_MAPK_4,Epib2ARp1+barr2.Kd,Isob2ARp2_deph.kcat,1.0,positive (redundant),0.061234,0.061238
Receptors_MAPK_4,Epib2ARp1+barr2.Kd,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061234,0.061235
Receptors_MAPK_4,Isob2ARp2_deph.kcat,Intb2ARp1_deph.Km,1.0,positive (redundant),0.061238,0.061235
Receptors_MAPK_5,Epib2ARp1_deph.kcat,Isob2ARp2+barr2.tau,1.0,positive (redundant),0.061235,0.061236
Receptors_MAPK_5,Epib2ARp1_deph.kcat,Epib2ARp2_barr2_internalize.Kf,1.0,positive (redundant),0.061235,0.061459
Receptors_MAPK_5,Epib2ARp1_deph.kcat,b2ARp1barr2craf_dissoc.Kf,1.0,positive (redundant),0.061235,0.061535
Receptors_MAPK_5,Epib2ARp1_deph.kcat,Isob2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061235,0.061253
Receptors_MAPK_5,Epib2ARp1_deph.kcat,b2ARp2barr2p_dissoc.Kf,1.0,positive (redundant),0.061235,0.06129
Receptors_MAPK_5,Epib2ARp1_deph.kcat,eIntb2ARp1barr2craf+MEKp.kcat,1.0,positive (redundant),0.061235,0.061237
Receptors_MAPK_5,Epib2ARp1_deph.kcat,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.061235,0.061237
Receptors_MAPK_5,Epib2ARp1_deph.kcat,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061235,0.061421
Receptors_MAPK_5,Epib2ARp1_deph.kcat,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061235,0.061398
Receptors_MAPK_5,Isob2ARp2+barr2.tau,Epib2ARp2_barr2_internalize.Kf,1.0,positive (redundant),0.061236,0.061459
Receptors_MAPK_5,Isob2ARp2+barr2.tau,b2ARp1barr2craf_dissoc.Kf,1.0,positive (redundant),0.061236,0.061535
Receptors_MAPK_5,Isob2ARp2+barr2.tau,Isob2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061236,0.061253
Receptors_MAPK_5,Isob2ARp2+barr2.tau,b2ARp2barr2p_dissoc.Kf,1.0,positive (redundant),0.061236,0.06129
Receptors_MAPK_5,Isob2ARp2+barr2.tau,eIntb2ARp1barr2craf+MEKp.kcat,1.0,positive (redundant),0.061236,0.061237
Receptors_MAPK_5,Isob2ARp2+barr2.tau,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.061236,0.061237
Receptors_MAPK_5,Isob2ARp2+barr2.tau,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061236,0.061421
Receptors_MAPK_5,Isob2ARp2+barr2.tau,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061236,0.061398
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,b2ARp1barr2craf_dissoc.Kf,1.0,positive (redundant),0.061459,0.061535
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,Isob2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061459,0.061253
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,b2ARp2barr2p_dissoc.Kf,1.0,positive (redundant),0.061459,0.06129
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,eIntb2ARp1barr2craf+MEKp.kcat,1.0,positive (redundant),0.061459,0.061237
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.061459,0.061237
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061459,0.061421
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061459,0.061398
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,Isob2ARp1_barr2_internalize.Kf,1.0,positive (redundant),0.061535,0.061253
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,b2ARp2barr2p_dissoc.Kf,1.0,positive (redundant),0.061535,0.06129
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,eIntb2ARp1barr2craf+MEKp.kcat,1.0,positive (redundant),0.061535,0.061237
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.061535,0.061237
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061535,0.061421
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061535,0.061398
Receptors_MAPK_5,Isob2ARp1_barr2_internalize.Kf,b2ARp2barr2p_dissoc.Kf,1.0,positive (redundant),0.061253,0.06129
Receptors_MAPK_5,Isob2ARp1_barr2_internalize.Kf,eIntb2ARp1barr2craf+MEKp.kcat,1.0,positive (redundant),0.061253,0.061237
Receptors_MAPK_5,Isob2ARp1_barr2_internalize.Kf,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.061253,0.061237
Receptors_MAPK_5,Isob2ARp1_barr2_internalize.Kf,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061253,0.061421
Receptors_MAPK_5,Isob2ARp1_barr2_internalize.Kf,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061253,0.061398
Receptors_MAPK_5,b2ARp2barr2p_dissoc.Kf,eIntb2ARp1barr2craf+MEKp.kcat,1.0,positive (redundant),0.06129,0.061237
Receptors_MAPK_5,b2ARp2barr2p_dissoc.Kf,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.06129,0.061237
Receptors_MAPK_5,b2ARp2barr2p_dissoc.Kf,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.06129,0.061421
Receptors_MAPK_5,b2ARp2barr2p_dissoc.Kf,ePKC+ng_CaM.Km,1.0,positive (redundant),0.06129,0.061398
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.kcat,eIntb2ARp1barr2craf+MEKp.Km,1.0,positive (redundant),0.061237,0.061237
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.kcat,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061237,0.061421
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.kcat,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061237,0.061398
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.Km,b2ARp2barr2p_deph.kcat,1.0,positive (redundant),0.061237,0.061421
Receptors_MAPK_5,eIntb2ARp1barr2craf+MEKp.Km,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061237,0.061398
Receptors_MAPK_5,b2ARp2barr2p_deph.kcat,ePKC+ng_CaM.Km,1.0,positive (redundant),0.061421,0.061398
Receptors_MAPK_5,ePKC+ng_CaM.Km,ngp_deph.Kf,1.0,positive (redundant),0.061398,0.061517
Receptors_mTOR_S6K,eAKT+TSC1_2.Km,eAKT+TSC1_2.kcat,1.0,positive (redundant),0.028098,0.006288
Receptors_mTOR_S6K,eAKT+TSC1_2.Km,TSC1_2_deph.Kf,1.0,positive (redundant),0.028098,0.028331
Receptors_mTOR_S6K,eAKT+TSC1_2.kcat,TSC1_2_deph.Kf,1.0,positive (redundant),0.006288,0.028331
4EBP,eIF4E+4EBP.Kd,eIF4E+4EBP.tau,1.0,positive (redundant),0.49236,0.364936
CaMKIII,eS6Kpqrs+CaMKIII.Km,eS6Kpqrs+CaMKIII.kcat,-1.0,negative (compensating),0.179523,0.001637
43S,Q+R.tau,QR+M.tau,1.0,positive (redundant),0.00074,0.004297
Receptors_protein,eTrans+AA.Km,activation.Kd,1.0,positive (redundant),0.115836,0.115389
NMDAR,Glu+NMDAR.Kd,Glu+NMDAR.tau,0.9999,positive (redundant),0.175698,0.016007
NMDAR,Glu+NMDAR.Kd,NMDAR_inact.Kf,0.9999,positive (redundant),0.175698,0.019183
Glu_mGluR_1,ePKA+GluR.Km,RpS870Glu+Gq.Kd,0.9999,positive (redundant),0.006724,0.011106
Glu_mGluR_1,ePP2A+LRpS870G.Km,RpS870Glu+Gq.Kd,0.9999,positive (redundant),0.029199,0.011106
DHPG_mGluR_1,RpS870+DHPG.Kd,ePP2A+DHPGRpS870.kcat,-0.9999,negative (compensating),0.002688,0.00337
DHPG_mGluR_1,RpS870DHPG+Gq.Kd,ePP2A+DHPGRpS870.kcat,-0.9999,negative (compensating),0.003299,0.00337
DHPG_mGluR_1,RpS870DHPG+Gq.tau,ePP2A+DHPGRpS870.kcat,-0.9999,negative (compensating),0.001982,0.00337
DHPG_mGluR_1,RpS870Gq+DHPG.Kd,ePP2A+DHPGRpS870.kcat,-0.9999,negative (compensating),0.001391,0.00337
DHPG_mGluR_1,DHPGRpS870G_act.Kf,ePP2A+DHPGRpS870.kcat,-0.9999,negative (compensating),0.001352,0.00337
DHPG_mGluR_1,ePP2A+DHPGRpS870.kcat,ePP2A+DHPGRpS870G.Km,0.9999,positive (redundant),0.00337,0.000148
b2AR,Iso+b2AR.tau,Iso_act_Gs.Kf,-0.9999,negative (compensating),0.000324,0.052374
barr2,GRK2+bg.tau,DHPGRpT840+barr2.tau,0.9999,positive (redundant),0.011052,0.000528
barr2,eGRK2+DHPG_mGluR5.Km,eGRK2+DHPG_mGluR5.kcat,0.9999,positive (redundant),0.003342,0.000517
barr2,eGRK2+DHPG_mGluR5.Km,DHPGRpT840+barr2.Kd,0.9999,positive (redundant),0.003342,0.004989
barr2,eGRK2+DHPG_mGluR5.Km,DHPGRpT840_barr2_internalize.Kf,-0.9999,negative (compensating),0.003342,0.003012
barr2,eGRK2+DHPG_mGluR5.kcat,LRpT840+barr2.tau,0.9999,positive (redundant),0.000517,0.003663
barr2,eGRK2+DHPG_mGluR5.kcat,DHPGRpT840+barr2.tau,0.9999,positive (redundant),0.000517,0.000528
HomerPIKE_1,PIKE+Glu_mGluR_Homer.Kd,PI3K+Glu_mGluR_HomerPIKE.Kd,0.9999,positive (redundant),0.203451,0.205466
TrKs_PLCg,ebPLCg+PLCg.Km,ebPLCg+PLCg.kcat,-0.9999,negative (compensating),0.000836,0.001055
mGluR_PLCb,PLC_Ca+Gq.tau,PLCb+Ca.tau,-0.9999,negative (compensating),0.01056,0.023814
mGluR_PLCb,PLC_Ca+Gq.tau,Degrade_DAG.Kf,0.9999,positive (redundant),0.01056,0.005846
PLA2_2,ePLA2PIP2+APC.Km,PIP2_PLA2_act.Kd,0.9999,positive (redundant),0.213319,0.122181
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIpppc.Km,0.9999,positive (redundant),0.076522,0.319857
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIpp.Km,0.9999,positive (redundant),0.076522,0.142138
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIpppc.kcat,0.9999,positive (redundant),0.076522,0.01039
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIppp.kcat,0.9999,positive (redundant),0.076522,0.017889
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIp.Km,0.9999,positive (redundant),0.076522,0.00026
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIppp.Km,-0.9999,negative (compensating),0.076522,0.00789
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIp.kcat,-0.9999,negative (compensating),0.076522,0.000494
CaMKII_1,eCaMKIIp+CaMKIIp.Km,ePP1+CaMKIIpp.kcat,-0.9999,negative (compensating),0.076522,0.004213
Receptors_Ras_1,bg+GEF.tau,CaMCa2+CaN.tau,0.9999,positive (redundant),0.001942,0.00104
Receptors_Ras_2,CaMCa4+CaN.tau,CaMCa2+CaN.Kd,0.9999,positive (redundant),0.002172,0.001596
Receptors_PI3K_1,ePTEN+PIP3.kcat,ebPI3K+PIP2.kcat,-0.9999,negative (compensating),0.000168,0.001431
Receptors_PI3K_1,Sosp+Grb2.Kd,ebPI3K+PIP2.kcat,-0.9999,negative (compensating),0.000387,0.001431
Receptors_PI3K_1,SHCpGrb2Gab1+PI3K.Kd,eSHCpGrb2Gab1PI3K+PIP2.Km,-0.9999,negative (compensating),0.532565,0.009033
Receptors_PI3K_1,ebPI3K+PIP2.kcat,Sosp_deph.Kf,0.9999,positive (redundant),0.001431,0.001482
Receptors_PI3K_1,ebPI3K+PIP2.kcat,eSHCpGrb2Gab1PI3K+PIP2.kcat,0.9999,positive (redundant),0.001431,0.000797
Receptors_PI3K_1,ebPI3K+PIP2.kcat,Sosp+Grb2.tau,0.9999,positive (redundant),0.001431,0.001044
Receptors_PI3K_1,ebPI3K+PIP2.kcat,ePI3K_Ras+PIP2.kcat,0.9999,positive (redundant),0.001431,0.000705
Receptors_PI3K_1,ebPI3K+PIP2.kcat,Sos+Grb2.tau,0.9999,positive (redundant),0.001431,0.002055
Receptors_PI3K_1,PI3K+RasGTP.tau,SHCp+Grb2.tau,0.9999,positive (redundant),0.003345,0.003282
PKC,PKC_DAG_AA_act.Kd,PKC_DAG+AA.Kd,0.9999,positive (redundant),0.25213,0.23934
Receptors_MAPK_3,mGluR_barr2+Raf.tau,ePKC+ng_CaM.kcat,0.9999,positive (redundant),0.061383,0.061459
Receptors_MAPK_3,mGluR_barr2+Raf.tau,ePKC+b2ARp1barr2_craf.kcat,0.9999,positive (redundant),0.061383,0.061241
Receptors_MAPK_3,mGluR_barr2+Raf.tau,b2ARp2barr2p_deph.Km,0.9999,positive (redundant),0.061383,0.061236
Receptors_MAPK_3,mGluR_barr2+Raf.tau,ePP2A+b2ARp1barr2crafp.Km,0.9999,positive (redundant),0.061383,0.061235
Receptors_MAPK_3,mGluR_barr2+Raf.tau,ePP2A+b2ARp1barr2crafp.kcat,0.9999,positive (redundant),0.061383,0.061239
Receptors_MAPK_3,mGluR_barr2+Raf.tau,eIntb2ARp1barr2craf+MEK.kcat,0.9999,positive (redundant),0.061383,0.061236
Receptors_MAPK_3,mGluR_barr2+Raf.tau,eGRK2+Iso_b2AR.Km,0.9999,positive (redundant),0.061383,0.061349
Receptors_MAPK_3,mGluR_barr2+Raf.tau,eGRK5+Epi_b2AR.kcat,0.9999,positive (redundant),0.061383,0.061235
Receptors_MAPK_3,mGluR_barr2+Raf.tau,Isob2ARp2_deph.Km,0.9999,positive (redundant),0.061383,0.061422
Receptors_MAPK_3,mGluR_barr2+Raf.tau,Isob2ARp1_deph.kcat,0.9999,positive (redundant),0.061383,0.061243
Receptors_MAPK_3,mGluR_barr2+Raf.tau,Intb2ARp1_deph.kcat,0.9999,positive (redundant),0.061383,0.061239
Receptors_MAPK_3,mGluR_barr2+Raf.tau,eGRK2+Iso_b2AR.kcat,0.9999,positive (redundant),0.061383,0.061235
Receptors_MAPK_3,mGluR_barr2+Raf.tau,Isob2ARp1+barr2.tau,0.9999,positive (redundant),0.061383,0.061234
Receptors_MAPK_3,ePKC+ng_CaM.kcat,ePKC+b2ARp1barr2_craf.kcat,0.9999,positive (redundant),0.061459,0.061241
Receptors_MAPK_3,ePKC+ng_CaM.kcat,b2ARp2barr2p_deph.Km,0.9999,positive (redundant),0.061459,0.061236
Receptors_MAPK_3,ePKC+ng_CaM.kcat,ePP2A+b2ARp1barr2crafp.kcat,0.9999,positive (redundant),0.061459,0.061239
Receptors_MAPK_3,ePKC+ng_CaM.kcat,eIntb2ARp1barr2craf+MEK.kcat,0.9999,positive (redundant),0.061459,0.061236
Receptors_MAPK_3,ePKC+ng_CaM.kcat,eGRK2+Iso_b2AR.Km,0.9999,positive (redundant),0.061459,0.061349
Receptors_MAPK_3,ePKC+ng_CaM.kcat,eGRK5+Epi_b2AR.kcat,0.9999,positive (redundant),0.061459,0.061235
Receptors_MAPK_3,ePKC+ng_CaM.kcat,Isob2ARp2_deph.Km,0.9999,positive (redundant),0.061459,0.061422
Receptors_MAPK_3,ePKC+ng_CaM.kcat,Isob2ARp1_deph.kcat,0.9999,positive (redundant),0.061459,0.061243
Receptors_MAPK_3,ePKC+ng_CaM.kcat,Intb2ARp1_deph.kcat,0.9999,positive (redundant),0.061459,0.061239
Receptors_MAPK_3,ePKC+ng_CaM.kcat,eGRK2+Iso_b2AR.kcat,0.9999,positive (redundant),0.061459,0.061235
Receptors_MAPK_3,ePKC+ng_CaM.kcat,Isob2ARp1+barr2.tau,0.9999,positive (redundant),0.061459,0.061234
Receptors_MAPK_5,Epib2ARp1_deph.kcat,ngp_deph.Kf,0.9999,positive (redundant),0.061235,0.061517
Receptors_MAPK_5,Isob2ARp2+barr2.tau,ngp_deph.Kf,0.9999,positive (redundant),0.061236,0.061517
Receptors_MAPK_5,Epib2ARp2_barr2_internalize.Kf,ngp_deph.Kf,0.9999,positive (redundant),0.061459,0.061517
Receptors_MAPK_5,b2ARp1barr2craf_dissoc.Kf,ngp_deph.Kf,0.9999,positive (redundant),0.061535,0.061517
Receptors_MAPK_5,Isob2ARp1_barr2_internalize.Kf,ngp_deph.Kf,0.9999,positive (redundant),0.061253,0.061517
