block,leaf,field,n_experiments,min_dscore,max_dscore,mean_abs_dscore,max_abs_dscore,status,manual_override,crosscheck_tested,crosscheck_peak_abs_dscore,crosscheck_verdict
Glu_mGluR_2,ePKA+RG,Km,21,-0.0,0.0,0.0,0.0,dead,confirmed_dead,Receptors_MAPK/Receptors_S6K/Receptors_protein,0.061458,alive_elsewhere
DHPG_mGluR_1,ePKA+DHPGRG,Km,5,-0.0,0.0,0.0,0.0,dead,confirmed_dead,,,
DHPG_mGluR_1,ePKC+DHPGRpS870G,Km,5,-0.0,0.0,0.0,0.0,dead,confirmed_dead,,,
CaM,CaMCa3+Ca,tau,6,-0.0,0.0,0.0,0.0,dead,,,,
CaM,CaM+Ca,tau,6,-0.0,0.0,0.0,0.0,dead,,,,
CaM,CaMCa2+Ca,tau,6,0.0,0.0,0.0,0.0,dead,,,,
CaM,CaMCa+Ca,tau,6,-0.0,0.0,0.0,0.0,dead,,,,
TrKs_SHC,eMAPK+Sos,Km,4,0.0,0.0,0.0,0.0,dead,,,,
TrKs_SHC,eMAPK+Sos,kcat,4,0.0,0.0,0.0,0.0,dead,,,,
AC_1,PP1_I1_dissoc,Kf,15,0.0,0.0,0.0,0.0,dead,,,,
AC_1,ePP2A+PP1_Ip,kcat,15,0.0,0.0,0.0,0.0,dead,,,,
AC_2,I1p+PP1,tau,15,0.0,0.0,0.0,0.0,dead,,,,
AC_2,ePP2A+I1p,kcat,15,0.0,0.0,0.0,0.0,dead,,,,
AC_3,ePP2A+PP1_Ip,Km,15,0.0,0.0,0.0,0.0,dead,,,,
AC_3,ePKC+AC2,Km,15,0.0,0.0,0.0,0.0,dead,,,,
AC_3,ePKC+AC2,kcat,15,0.0,0.0,0.0,0.0,dead,,,,
PLA2_1,eMAPK+PLA2,kcat,9,0.0,0.0,0.0,0.0,dead,,,,
PLA2_1,eMAPK+PLA2,Km,9,0.0,0.0,0.0,0.0,dead,,,,
PLA2_1,DAG_CaPLA2p_act,tau,9,0.0,0.0,0.0,0.0,dead,,,,
PLA2_1,DAG_CaPLA2p_act,Kd,9,0.0,0.0,0.0,0.0,dead,,,,
PLA2_2,ePLA2DAGCa+APC,Km,9,0.0,0.0,0.0,0.0,dead,,,,
PLA2_2,ePLA2DAGCa+APC,kcat,9,0.0,0.0,0.0,0.0,dead,,,,
PP1,I1p+PP1,Kd,2,0.0,0.0,0.0,0.0,dead,,,,
PP1,ePP2A+I1p,Km,2,0.0,0.0,0.0,0.0,dead,,,,
CaN,Ca+CaN,Kd,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,CaMCa4+CaN,Kd,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaMCaN+ngp,Km,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaMCaN+ngp,kcat,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaMCaN+I1p,Km,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaMCaN+I1p,kcat,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaN+I1p,Km,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaN+I1p,kcat,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaMCaN+PP1_I1p,Km,7,0.0,0.0,0.0,0.0,dead,,,,
CaN,eCaMCaN+PP1_I1p,kcat,7,0.0,0.0,0.0,0.0,dead,,,,
CaMKII_1,CaMCa4+CaMKIIp,tau,11,0.0,0.0,0.0,0.0,dead,,,,
Receptors_Ras_2,Ca+CaN,tau,9,0.0,0.0,0.0,0.0,dead,,,,
4EBP,eIF4EBPpqr_dissoc,Kd,5,0.0,0.0,0.0,0.0,dead,,,,
4EBP,eIF4EBPpq_dissoc,Kd,5,0.0,0.0,0.0,0.0,dead,,,,
TransInit,eIF4E+GA,Kd,5,0.0,0.0,0.0,0.0,dead,,,,
TransInit,eIF4E+GA,tau,5,0.0,0.0,0.0,0.0,dead,,,,
TransInit,eIF4F+mRNA,Kd,5,0.0,0.0,0.0,0.0,dead,,,,
TransInit,eIF4F+mRNA,tau,5,0.0,0.0,0.0,0.0,dead,,,,
TransInit,eIF4G+A,Kd,5,0.0,0.0,0.0,0.0,dead,,,,
TransInit,eIF4G+A,tau,5,0.0,0.0,0.0,0.0,dead,,,,
Glu_mGluR_1,ePKA+GluR,kcat,21,-0.0,1e-06,0.0,1e-06,dead,confirmed_dead,,,
Glu_mGluR_2,ePKA+GluRG,Km,21,-1e-06,0.0,0.0,1e-06,dead,confirmed_dead,,,
Glu_mGluR_2,ePKA+RG,kcat,21,-1e-06,0.0,0.0,1e-06,dead,confirmed_dead,Receptors_MAPK/Receptors_S6K/Receptors_protein,0.061215,alive_elsewhere
DHPG_mGluR_1,ePKA+DHPGR,Km,5,-0.0,1e-06,0.0,1e-06,dead,confirmed_dead,Receptors_MAPK/Receptors_S6K/Receptors_protein,0.000102,marginal_elsewhere
AMPAR_1,AMPA+sAMPAR,Kd,23,-1e-06,1e-06,0.0,1e-06,dead,,,,
AMPAR_1,AMPA+sAMPAR,tau,23,0.0,1e-06,0.0,1e-06,dead,,,,
Glu_mGluR_2,ePKA+GluRG,kcat,21,-2e-06,0.0,0.0,2e-06,dead,confirmed_dead,,,
PKA_1,Fsk+AC1Gs,tau,9,-2e-06,0.0,0.0,2e-06,dead,,,,
DHPG_mGluR_1,ePKC+DHPGRpS870G,kcat,5,-3e-06,0.0,1e-06,3e-06,dead,confirmed_dead,,,
DHPG_mGluR_1,ePKA+DHPGRG,kcat,5,-3e-06,-0.0,1e-06,3e-06,dead,confirmed_dead,,,
DHPG_mGluR_1,RpS870Gq+DHPG,tau,5,-3e-06,0.0,1e-06,3e-06,dead,,,,
AC_1,eAC2pGs+ATP,Km,15,-3e-06,2e-06,1e-06,3e-06,dead,,,,
DHPG_mGluR_1,ePKA+DHPGR,kcat,5,-4e-06,0.0,1e-06,4e-06,dead,confirmed_dead,Receptors_MAPK/Receptors_S6K/Receptors_protein,0.061373,alive_elsewhere
DHPG_mGluR_1,ePKC+DHPGRG,kcat,5,-6e-06,0.0,3e-06,6e-06,dead,,,,
PKA_1,Fsk+AC2Gs,tau,9,-0.0,7e-06,1e-06,7e-06,dead,,,,
HomerPIKE_2,PIKE+DHPG_mGluR_Homer,tau,4,0.0,1.1e-05,6e-06,1.1e-05,dead,,,,
CaMKIII,CaMCa4+CaMKIII,tau,9,-1.1e-05,1.3e-05,3e-06,1.3e-05,dead,,,,
HomerPIKE_1,Homer1c_deph,kcat,4,-3e-06,2.4e-05,7e-06,2.4e-05,dead,,,,
CaMKII_1,ePP1+CaMKIIp_CaM,Km,11,-2.5e-05,0.0,2e-06,2.5e-05,dead,,,,
AC_2,eAC2p+ATP,Km,15,-3.2e-05,0.0,2e-06,3.2e-05,dead,,,,
DHPG_mGluR_1,RpS870+DHPG,tau,5,-3.6e-05,1e-06,7e-06,3.6e-05,dead,,,,
43S,R+M,tau,5,0.0,3.9e-05,8e-06,3.9e-05,dead,,,,
PLA2_1,PLA2p_Ca_act,tau,9,-4.5e-05,0.0,5e-06,4.5e-05,dead,,,,
Glu_mGluR_3,ePKC+LRpS870G,Km,21,-4.6e-05,0.0,2e-06,4.6e-05,dead,confirmed_dead,,,
AC_2,Epi+b2AR,tau,15,0.0,4.7e-05,5e-06,4.7e-05,dead,,,,
CaMKII_1,ePP1+CaMKIIp_CaM,kcat,11,0.0,4.7e-05,4e-06,4.7e-05,dead,,,,
PLA2_1,PLA2p_deph,Kf,9,-5.3e-05,0.0,6e-06,5.3e-05,dead,,,,
HomerPIKE_1,eCaMKII+DHPGRHomerpPIKEPI3K,Km,4,-5.6e-05,1.7e-05,2.6e-05,5.6e-05,dead,,,,
HomerPIKE_1,eCaMKII+DHPGRHomerpPIKEPI3K,kcat,4,0.0,5.6e-05,1.8e-05,5.6e-05,dead,,,,
DHPG_mGluR_1,ePKC+DHPGRG,Km,5,-1e-06,5.8e-05,2.5e-05,5.8e-05,dead,,,,
AC_2,eAC2p+ATP,kcat,15,-5.9e-05,0.0,4e-06,5.9e-05,dead,,,,
PLA2_1,ePLA2pCa+APC,kcat,9,-5.9e-05,0.0,7e-06,5.9e-05,dead,,,,
PLA2_1,PLA2p_Ca_act,Kd,9,-6.1e-05,0.0,7e-06,6.1e-05,dead,,,,
HomerPIKE_1,Homer1c_deph,Km,4,-6.7e-05,2e-06,1.7e-05,6.7e-05,dead,,,,
PLA2_1,ePLA2pCa+APC,Km,9,-7.6e-05,0.0,8e-06,7.6e-05,dead,,,,
Ca,VGCC_inact,Kf,20,-7.7e-05,0.0,4e-06,7.7e-05,dead,,,,
Receptors_eIF4E,ePP2A+eIF4EBPpqr,kcat,15,-8.2e-05,3.2e-05,1.4e-05,8.2e-05,dead,,,,
PKA_2,eAC1GsFsk+ATP,Km,9,0.0,8.4e-05,1.1e-05,8.4e-05,dead,,,,
Receptors_eIF4E,eIF4EBPpqr_dissoc,tau,15,-1.1e-05,9.2e-05,8e-06,9.2e-05,dead,,,,
Glu_mGluR_2,ePP2A+RpS870S901G,Km,21,-0.000105,6.8e-05,1.2e-05,0.000105,well_identified,,,,
DHPG_mGluR_1,ePP2A+DHPGRpS870G,kcat,5,0.0,0.000133,2.7e-05,0.000133,sloppy,,,,
DHPG_mGluR_1,ePP2A+DHPGRpS870G,Km,5,-0.0,0.000148,3e-05,0.000148,sloppy,,,,
Receptors_eEF2,ebS6K+CaMKIII,kcat,9,-0.000157,5e-06,2.2e-05,0.000157,sloppy,,,,
Glu_mGluR_2,ePKC+LRpS870G,kcat,21,-0.000107,0.000164,1.3e-05,0.000164,dead,confirmed_dead,,,
Receptors_PI3K_1,ePTEN+PIP3,kcat,9,-0.000168,0.0,1.9e-05,0.000168,sloppy,,,,
PKC,PKC_DAG_AA_act,tau,7,-0.00017,0.000153,4.6e-05,0.00017,sloppy,,,,
HomerPIKE_1,PI3K+DHPG_mGluR_HomerPIKE,tau,4,-9e-06,0.000172,4.6e-05,0.000172,sloppy,,,,
TrKs_SHC,bSHC_act,Km,4,-2.1e-05,0.000186,8.5e-05,0.000186,sloppy,,,,
CaMKII_1,ePP1+CaMKIIp,Km,11,-0.00026,0.0,2.4e-05,0.00026,sloppy,,,,
Receptors_Ras_2,ePKC+GAP,Km,9,-0.000126,0.000283,5.7e-05,0.000283,sloppy,,,,
b2AR,b2AR_recycling,Kf,3,2e-06,0.000304,0.000116,0.000304,well_identified,,,,
Receptors_eIF4E,ePP2A+eIF4EBPpq,kcat,15,-0.00032,0.000231,6.1e-05,0.00032,sloppy,,,,
b2AR,Iso+b2AR,tau,3,-0.000324,3.4e-05,0.000192,0.000324,sloppy,,,,
Receptors_Ras_2,CaMCa3+CaN,Kd,9,-7.8e-05,0.000342,5.2e-05,0.000342,sloppy,,,,
Receptors_Ras_2,SHCp_Grb2+Gab1,tau,9,-0.000349,0.000273,8.9e-05,0.000349,well_identified,,,,
PKA_2,eAC2GsFsk+ATP,Km,9,0.0,0.000381,5.7e-05,0.000381,sloppy,,,,
HomerPIKE_1,PIKE+Glu_mGluR_Homer,tau,4,-0.000383,1.5e-05,0.000152,0.000383,sloppy,,,,
Receptors_PI3K_1,Sosp+Grb2,Kd,9,-0.000387,0.0,4.3e-05,0.000387,sloppy,,,,
Receptors_Ras_1,Ca+CaNCa2,tau,9,-0.000426,0.0,5.6e-05,0.000426,sloppy,,,,
Receptors_mTOR_S6K,ebAKT+TSC1_2,kcat,5,-0.000439,6e-06,9e-05,0.000439,sloppy,,,,
CaMKII_1,ePP1+CaMKIIp,kcat,11,0.0,0.000494,4.5e-05,0.000494,sloppy,,,,
barr2,eGRK2+DHPG_mGluR5,kcat,4,-0.000517,0.0,0.00013,0.000517,sloppy,,,,
Receptors_eIF4E,eMAPK+eIF4EBPpq,kcat,15,-0.000321,0.000521,8.5e-05,0.000521,sloppy,,,,
barr2,DHPGRpT840+barr2,tau,4,-0.000528,0.0,0.000135,0.000528,sloppy,,,,
PKA_2,eAC1GsFsk+ATP,kcat,9,0.0,0.000528,6.8e-05,0.000528,sloppy,,,,
PKA_1,Fsk+AC1Gs,Kd,9,-0.000541,0.00018,8e-05,0.000541,well_identified,,,,
Glu_mGluR_1,ePP2A+RpS870S901,kcat,21,-1.5e-05,0.00057,2.8e-05,0.00057,sloppy,,,,
TrKs_SHC,bSHC_act,kcat,4,-0.000573,5.9e-05,0.00025,0.000573,sloppy,,,,
Receptors_mTOR_S6K,RhebGTP+mTOR,tau,5,-0.000611,3.3e-05,0.000174,0.000611,sloppy,,,,
Receptors_S6,eS6Kpqr+40S,kcat,21,-0.000645,0.00052,9.9e-05,0.000645,sloppy,,,,
Receptors_Ras_2,Ca+CaNCa2,Kd,9,-4.8e-05,0.000666,8.7e-05,0.000666,sloppy,,,,
Receptors_mTOR_S6K,ebAKT+TSC1_2,Km,5,-0.000691,0.0,0.00014,0.000691,sloppy,,,,
Receptors_protein,ePP2A+FMRPp,kcat,22,-6.9e-05,0.000698,6.4e-05,0.000698,sloppy,,,,
Receptors_PI3K_1,ePI3K_Ras+PIP2,kcat,9,-1e-06,0.000705,7.8e-05,0.000705,sloppy,,,,
43S,Q+R,tau,5,-0.00074,1.9e-05,0.000152,0.00074,sloppy,,,,
Receptors_PI3K_1,eSHCpGrb2Gab1PI3K+PIP2,kcat,9,-2e-06,0.000797,8.9e-05,0.000797,sloppy,,,,
TrKs_PLCg,ebPLCg+PLCg,Km,14,-9.2e-05,0.000836,8.3e-05,0.000836,sloppy,,,,
Receptors_Ras_1,ePKC+GAP,kcat,9,-0.000837,3e-06,9.5e-05,0.000837,sloppy,,,,
Glu_mGluR_2,ePKC+mGluR,kcat,21,-0.000555,0.000851,6.8e-05,0.000851,dead,confirmed_dead,,,
CaMKII_1,eCaMKIIp+CaMKII_CaM,Km,11,-0.000852,6e-06,8.2e-05,0.000852,sloppy,,,,
Receptors_Ras_2,CaMCa3+CaN,tau,9,-3.3e-05,0.000867,0.000102,0.000867,sloppy,,,,
Receptors_Ras_2,GAP_deph,Kf,9,-4.7e-05,0.000911,0.000111,0.000911,sloppy,,,,
Receptors_eIF4E,ePP2A+eIF4EBPpqr,Km,15,-0.000375,0.000913,0.00015,0.000913,sloppy,,,,
Receptors_PI3K_1,SHC+SosGrb2,tau,9,-0.000916,0.000254,0.00013,0.000916,sloppy,,,,
DHPG_mGluR_2,DHPG+mGluR,tau,5,-0.000975,0.000292,0.000298,0.000975,sloppy,,,,
Receptors_Ras_2,CaMCa4+GEF,tau,9,-4.4e-05,0.001023,0.000122,0.001023,sloppy,,,,
Receptors_Ras_1,CaMCa2+CaN,tau,9,-0.00104,0.0,0.000121,0.00104,sloppy,,,,
Receptors_PI3K_1,Sosp+Grb2,tau,9,-1e-06,0.001044,0.000116,0.001044,sloppy,,,,
TrKs_PLCg,ebPLCg+PLCg,kcat,14,-0.001055,0.000115,0.000105,0.001055,sloppy,,,,
Glu_mGluR_2,ePP2A+RpS870G,Km,21,-0.00014,0.001172,0.000106,0.001172,sloppy,,,,
CaMKII_1,eCaMKIIp+CaMKII_CaM,kcat,11,-1e-05,0.001211,0.000116,0.001211,sloppy,,,,
PKA_1,ePKA+I1,Km,9,-0.000861,0.00123,0.00039,0.00123,well_identified,,,,
NMDAR,NMDA+NMDAR,tau,5,-0.001256,0.000247,0.000525,0.001256,well_identified,,,,
Receptors_eIF4E,eMAPK+eIF4EBPpq,Km,15,-0.000968,0.001306,0.000235,0.001306,sloppy,,,,
DHPG_mGluR_1,DHPGRpS870G_act,Kf,5,-0.001352,0.0,0.000272,0.001352,sloppy,,,,
DHPG_mGluR_1,RpS870Gq+DHPG,Kd,5,-0.001391,0.0,0.00028,0.001391,sloppy,,,,
Receptors_PI3K_1,ePI3K_Ras+PIP2,Km,9,-0.0,0.001392,0.000161,0.001392,sloppy,,,,
Receptors_PI3K_1,ebPI3K+PIP2,kcat,9,-7e-06,0.001431,0.000162,0.001431,sloppy,,,,
Receptors_PI3K_1,Sosp_deph,Kf,9,-7e-06,0.001482,0.000165,0.001482,sloppy,,,,
Receptors_Ras_1,bg+GEF,Kd,9,-3.5e-05,0.001554,0.0004,0.001554,sloppy,,,,
Receptors_Ras_2,CaMCa2+CaN,Kd,9,-3.5e-05,0.001596,0.000186,0.001596,sloppy,,,,
CaMKIII,eS6Kpqrs+CaMKIII,kcat,9,0.0,0.001637,0.000182,0.001637,sloppy,,,,
Receptors_AKT,PIP3+PDK1,tau,25,-0.001638,0.000162,0.000113,0.001638,well_identified,,,,
PKC,PKC_DAG+AA,tau,7,-0.001855,0.00016,0.000288,0.001855,sloppy,,,,
Receptors_protein,FMRP+iTransl,tau,22,-0.001875,1.7e-05,9.1e-05,0.001875,sloppy,,,,
PKC,PKC_Ca+DAG,Kd,7,-0.000458,0.00188,0.000435,0.00188,sloppy,,,,
Receptors_Ras_1,eGbg+Ras,Km,9,-8.9e-05,0.001914,0.000411,0.001914,sloppy,,,,
Receptors_Ras_1,bg+GEF,tau,9,-0.001942,0.0,0.000227,0.001942,sloppy,,,,
HomerPIKE_1,PIKE+DHPG_mGluR_Homer,Kd,4,0.0,0.00196,0.000497,0.00196,sloppy,,,,
PKC,bPKC_act,tau,7,-0.001977,0.000423,0.00064,0.001977,well_identified,,,,
DHPG_mGluR_1,RpS870DHPG+Gq,tau,5,-0.001982,0.0,0.000399,0.001982,sloppy,,,,
HomerPIKE_1,PI3K+DHPG_mGluR_HomerPIKE,Kd,4,-3.6e-05,0.002037,0.000525,0.002037,sloppy,,,,
Receptors_eEF2,ebS6K+CaMKIII,Km,9,-3.1e-05,0.002054,0.000256,0.002054,sloppy,,,,
Receptors_PI3K_1,Sos+Grb2,tau,9,-2e-06,0.002055,0.000229,0.002055,sloppy,,,,
Receptors_eIF4E,eIF4EBPpq_dissoc,tau,15,-0.00214,0.00077,0.000233,0.00214,well_identified,,,,
Receptors_Ras_2,CaMCa4+CaN,tau,9,-6e-05,0.002172,0.000251,0.002172,sloppy,,,,
Receptors_PI3K_2,SHCpGrb2Gab1+PI3K,tau,9,0.0,0.002187,0.00048,0.002187,well_identified,,,,
Receptors_protein,eCKII+FMRP,Km,22,-0.001117,0.002256,0.000466,0.002256,sloppy,,,,
Receptors_MAPK_1,Epib2ARp1_deph,Km,45,-8.3e-05,0.002293,6.6e-05,0.002293,sloppy,,PKA/AC,0.000316,marginal_elsewhere
Receptors_Ras_1,Ras_inact_GEFp,Kf,9,-0.00251,9.7e-05,0.000708,0.00251,sloppy,,,,
Receptors_protein,activation,tau,22,-0.001828,0.002531,0.00031,0.002531,well_identified,,,,
Receptors_S6,eS6Kpqrs+40S,kcat,21,-0.00254,0.000604,0.000219,0.00254,sloppy,,,,
DHPG_mGluR_1,RpS870+DHPG,Kd,5,-0.002688,0.0,0.00054,0.002688,sloppy,,,,
Receptors_eIF4E,ePP2A+4EBPpqr,kcat,15,-0.00284,0.001004,0.000403,0.00284,sloppy,,,,
Receptors_S6K,ePP2A+S6Kpqrs,kcat,26,-0.002873,0.002822,0.000593,0.002873,sloppy,,,,
PKC,PKC+DAG,tau,7,-0.000302,0.002996,0.00081,0.002996,well_identified,,,,
barr2,DHPGRpT840_barr2_internalize,Kf,4,-1e-06,0.003012,0.000754,0.003012,sloppy,,,,
Receptors_PI3K_1,SHCp+Grb2,tau,9,0.0,0.003282,0.000377,0.003282,sloppy,,,,
DHPG_mGluR_1,RpS870DHPG+Gq,Kd,5,-0.003299,0.0,0.000663,0.003299,sloppy,,,,
Receptors_protein,FMRP+iTransl,Kd,22,-0.000842,0.003335,0.000371,0.003335,sloppy,,,,
barr2,eGRK2+DHPG_mGluR5,Km,4,-0.003342,-1e-06,0.000852,0.003342,sloppy,,,,
Receptors_PI3K_1,PI3K+RasGTP,tau,9,0.0,0.003345,0.00038,0.003345,sloppy,,,,
Receptors_eIF4E,ePP2A+eIF4EBPpq,Km,15,-0.002205,0.003358,0.000554,0.003358,sloppy,,,,
DHPG_mGluR_1,ePP2A+DHPGRpS870,kcat,5,-1e-06,0.00337,0.000691,0.00337,sloppy,,,,
Receptors_protein,FMRP_synth,tau,22,-0.000985,0.00351,0.000416,0.00351,sloppy,,,,
Receptors_MAPK_1,ePKC+mGluRbarr2_craf,kcat,45,-0.000149,0.003572,0.000117,0.003572,sloppy,,,,
barr2,LRpT840+barr2,tau,4,-0.003663,4.8e-05,0.000942,0.003663,sloppy,,,,
PKA_1,ePKA+I1,kcat,9,-0.000612,0.003724,0.000647,0.003724,sloppy,,,,
PLA2_1,Degrade_AA,Kf,9,-0.0,0.003881,0.00109,0.003881,well_identified,,,,
Receptors_S6K,ePP2A+S6Kpqr,kcat,26,-0.003901,0.003861,0.0008,0.003901,sloppy,,,,
TrKB,auto_TrKB,Kf,20,-0.000738,0.003972,0.000353,0.003972,sloppy,,,,
Glu_mGluR_2,ePP2A+RpS870S901G,kcat,21,-0.003767,0.004022,0.000495,0.004022,well_identified,,,,
Glu_mGluR_3,ePP2A+RpS870S901,Km,21,-0.00403,1.8e-05,0.000194,0.00403,well_identified,,,,
PKC,PKC_Ca_DAG_to_memb,tau,7,-0.000667,0.004194,0.000696,0.004194,sloppy,,,,
CaMKII_1,ePP1+CaMKIIpp,kcat,11,0.0,0.004213,0.000383,0.004213,sloppy,,,,
TrKs_PLCg,eTrKB+CaPLCg,kcat,14,-0.004242,5e-06,0.000303,0.004242,sloppy,,,,
43S,QR+M,tau,5,-0.004297,7.3e-05,0.000874,0.004297,sloppy,,,,
AC_2,EpiR+GsGDP,tau,15,-0.00451,2e-06,0.00036,0.00451,sloppy,,,,
Ca,eVGCC+Ca,Km,20,-0.004554,0.001456,0.000301,0.004554,sloppy,,,,
TrKB,TrKBdimeriz,tau,20,-0.004607,0.001501,0.000641,0.004607,sloppy,,,,
AC_1,CaMCa4+AC1,tau,15,-5.9e-05,0.00462,0.000313,0.00462,sloppy,,,,
Ca,eAMPAR+VGCC,kcat,20,-0.000695,0.004942,0.000282,0.004942,sloppy,,,,
PKA_2,Fsk+AC2Gs,Kd,9,0.0,0.004985,0.000867,0.004985,sloppy,,,,
barr2,DHPGRpT840+barr2,Kd,4,-0.004989,-0.0,0.001249,0.004989,sloppy,,,,
Receptors_S6,ebS6K+S6,kcat,21,-0.005007,0.000217,0.000317,0.005007,sloppy,,,,
Receptors_MAPK_3,ng+CaM,tau,45,-0.005397,4.6e-05,0.000134,0.005397,sloppy,,,,
PKA_1,Release_C2,tau,9,-8.4e-05,0.005454,0.001203,0.005454,well_identified,,,,
AC_1,ecAMP_PDEp+cAMP,Km,15,-0.005691,0.002065,0.000616,0.005691,sloppy,,,,
Receptors_PI3K_1,Sos+Grb2,Kd,9,-0.005692,0.005479,0.001241,0.005692,sloppy,,,,
Receptors_PI3K_1,SHC+SosGrb2,Kd,9,-0.005752,0.0,0.000708,0.005752,sloppy,,,,
Receptors_protein,pep_elongation,tau,22,-0.005757,0.003186,0.001212,0.005757,sloppy,,,,
Glu_mGluR_2,mGluR5_recycling,tau,21,-0.005763,0.001766,0.000401,0.005763,sloppy,,,,
mGluR_PLCb,Degrade_DAG,Kf,10,-0.000302,0.005846,0.000628,0.005846,sloppy,,,,
AC_3,ePDE1+cAMP,Km,15,-0.005602,0.006075,0.002386,0.006075,well_identified,,,,
AC_1,eAC2Gs+ATP,Km,15,-0.006161,0.00601,0.001501,0.006161,well_identified,,,,
barr2,LRpT840_barr2_internalize,Kf,4,-0.006269,-0.000627,0.00238,0.006269,sloppy,,,,
Receptors_mTOR_S6K,eAKT+TSC1_2,kcat,5,-1e-05,0.006288,0.00126,0.006288,sloppy,,,,
Glu_mGluR_1,RpS870Gq+Glu,tau,21,-0.000125,0.006369,0.000615,0.006369,sloppy,,,,
Receptors_MAPK_3,Isob2ARp1_deph,Km,45,-0.006481,3.9e-05,0.000158,0.006481,sloppy,,PKA/AC,6e-06,still_dead
Glu_mGluR_1,ePKA+GluR,Km,21,-0.0,0.006724,0.00032,0.006724,dead,confirmed_dead,,,
AC_2,ePDE1+cAMP,kcat,15,-0.001899,0.006794,0.00122,0.006794,well_identified,,,,
Receptors_Ras_2,CaMCa4+GEF,Kd,9,-2.6e-05,0.006798,0.000813,0.006798,sloppy,,,,
Receptors_Ras_1,SHCp_Grb2+Gab1,Kd,9,-0.002252,0.00689,0.001828,0.00689,well_identified,,,,
Receptors_eIF4E,emTORC1+4EBP,kcat,15,-0.000336,0.007014,0.000542,0.007014,sloppy,,,,
Glu_mGluR_1,RpS870Gq+Glu,Kd,21,-0.000117,0.007096,0.000603,0.007096,sloppy,,,,
b2AR,IsoR+GsGDP,Kd,3,-0.007233,0.005291,0.005472,0.007233,sloppy,,,,
PLA2_1,PLA2_Ca_act,tau,9,-0.007247,0.000129,0.001888,0.007247,well_identified,,,,
Ca,eVGCC+Ca,kcat,20,-0.00099,0.007576,0.000428,0.007576,sloppy,,,,
Ca,IP3Ract,Kd,20,-0.000406,0.007727,0.000753,0.007727,well_identified,,,,
Receptors_protein,Degrade_FMRP,Kf,22,-0.001036,0.007847,0.00081,0.007847,sloppy,,,,
Ca,eAMPAR+VGCC,Km,20,-0.00104,0.007877,0.000446,0.007877,sloppy,,,,
CaMKII_1,ePP1+CaMKIIppp,Km,11,0.0,0.00789,0.000717,0.00789,sloppy,,,,
Receptors_MAPK_1,eGRK2+Epi_b2AR,kcat,45,-0.000113,0.008004,0.000192,0.008004,sloppy,,PKA/AC,3.4e-05,still_dead
b2AR,IsoR+GsGDP,tau,3,-0.008035,0.007905,0.007528,0.008035,sloppy,,,,
Receptors_Ras_1,ebGEF+Ras,Km,9,-0.002158,0.008039,0.00218,0.008039,sloppy,,,,
Receptors_protein,FMRP_synth,Kd,22,-0.001146,0.008482,0.00076,0.008482,sloppy,,,,
AC_2,EpiR+GsGDP,Kd,15,0.0,0.008569,0.000699,0.008569,sloppy,,,,
Receptors_MAPK_3,ePKC+ng,Km,45,-0.008705,0.0001,0.000218,0.008705,sloppy,,,,
AC_2,eAC1Gs+ATP,Km,15,-0.007724,0.008708,0.002216,0.008708,sloppy,,,,
Receptors_protein,ebTrans+AA,kcat,22,-0.002139,0.008766,0.000982,0.008766,sloppy,,,,
Receptors_eIF4E,emTORC1+eIF4E_4EBP,kcat,15,-0.005609,0.008936,0.001651,0.008936,sloppy,,,,
Receptors_PI3K_1,eSHCpGrb2Gab1PI3K+PIP2,Km,9,0.0,0.009033,0.00108,0.009033,sloppy,,,,
AC_2,Epi+b2AR,Kd,15,-0.009332,0.000155,0.000633,0.009332,sloppy,,,,
Receptors_Ras_1,esynGAP+RasGTP,kcat,9,-0.001004,0.009523,0.002079,0.009523,well_identified,,,,
Receptors_eEF2,ebCaMKIII+eEF2,kcat,9,-0.009529,2e-06,0.001321,0.009529,sloppy,,,,
Receptors_eIF4E,ePP2A+4EBPpq,kcat,15,-0.009582,0.005977,0.001761,0.009582,sloppy,,,,
AC_2,Epi+RGs,tau,15,-0.002784,0.009663,0.00083,0.009663,well_identified,,,,
Glu_mGluR_2,GluRpS870G_act,Kf,21,-0.000132,0.009676,0.000502,0.009676,sloppy,,,,
Glu_mGluR_2,ePP2A+IntRpS901,kcat,21,-0.001661,0.00985,0.000598,0.00985,sloppy,,,,
PLA2_1,PIP2_PLA2_act,tau,9,-0.000132,0.010003,0.001312,0.010003,sloppy,,,,
AC_3,Gs+AC2p,tau,15,-0.010029,1e-06,0.000669,0.010029,well_identified,,,,
CaMKII_1,ePP1+CaMKIIpppc,kcat,11,-0.01039,0.0,0.000945,0.01039,sloppy,,,,
AC_1,ePKA+cAMP_PDE,Km,15,-0.00379,0.010531,0.001408,0.010531,well_identified,,,,
mGluR_PLCb,PLC_Ca+Gq,tau,10,-0.000477,0.01056,0.001112,0.01056,sloppy,,,,
