block,leaf,field,n_experiments,min_dscore,max_dscore,mean_abs_dscore,max_abs_dscore,status,manual_override,crosscheck_tested,crosscheck_peak_abs_dscore,crosscheck_verdict
Receptors_AKT,PIP3+PDK1,Kd,25,-0.07665,0.049091,0.019863,0.07665,sloppy,,,,
AC_2,eAC1Gs+ATP,kcat,15,-0.025499,0.076809,0.019635,0.076809,sloppy,,,,
PKA_1,R2C2cAMP+cAMP,tau,9,-0.000273,0.076869,0.011446,0.076869,sloppy,,,,
Receptors_AKT,PIP3+AKT,Kd,25,-0.076891,0.064567,0.01913,0.076891,sloppy,,,,
AMPAR_3,AMPA+sAMPARpS845S831,Kd,23,-0.079775,0.01637,0.005979,0.079775,well_identified,,,,
AMPAR_1,ePKA+intAMPAR,kcat,23,-0.080281,0.021985,0.009196,0.080281,sloppy,,,,
AC_2,CaMCa4+AC1,Kd,15,-0.000452,0.082294,0.005985,0.082294,well_identified,,,,
AMPAR_4,to_memb,tau,23,-0.028677,0.082395,0.009294,0.082395,sloppy,,,,
mGluR_PLCb,ePLCb_Ca+PIP2,Km,10,-0.082489,0.0,0.008715,0.082489,sloppy,,,,
AMPAR_4,ePP1+iAMPARpS845S831,Km,23,-0.08374,0.020898,0.007859,0.08374,sloppy,,,,
Receptors_AKT,ePDK2+AKTp,kcat,25,-0.04058,0.088174,0.009525,0.088174,well_identified,,,,
mGluR_PLCb,ePLCb_Ca+PIP2,kcat,10,-0.088308,0.000553,0.009228,0.088308,sloppy,,,,
AMPAR_3,from_memb2,Kf,23,-0.088774,0.031015,0.014817,0.088774,sloppy,,,,
PLA2_1,ePLA2Ca+APC,kcat,9,-0.056723,0.090236,0.02109,0.090236,well_identified,,,,
Ca,eIP3R+Ca,Km,20,-0.00039,0.090819,0.005225,0.090819,sloppy,,,,
Ca,eIP3R+Ca,kcat,20,-0.000403,0.090819,0.005267,0.090819,sloppy,,,,
AC_2,Gs+AC1,Kd,15,-0.01686,0.091199,0.021877,0.091199,sloppy,,,,
Receptors_S6K,ePDK1+S6K,kcat,26,-0.091431,0.029759,0.009651,0.091431,sloppy,,,,
Receptors_Ras_1,eSHCpSosGrb2+Ras,kcat,9,-0.034332,0.093305,0.02064,0.093305,sloppy,,,,
Ca,eNMDA_NMDAR+Ca,kcat,20,-0.094154,0.0,0.004708,0.094154,sloppy,,,,
Receptors_Ras_1,eCaMGEF+Ras,kcat,9,-0.094443,0.0,0.010976,0.094443,sloppy,,,,
AMPAR_3,from_memb1,Kf,23,-0.096935,0.027872,0.015054,0.096935,sloppy,,,,
PKC,PKC_Ca+AA,Kd,7,-0.098043,0.065448,0.038006,0.098043,well_identified,,,,
AC_2,Epi+RGs,Kd,15,0.0,0.10243,0.013629,0.10243,well_identified,,,,
Receptors_mTOR_S6K,Rheb_act,Kf,5,0.0,0.102926,0.025584,0.102926,well_identified,,,,
Glu_mGluR_1,ePP2A+IntRpS840,kcat,21,-0.049285,0.103484,0.012747,0.103484,well_identified,,,,
Receptors_S6K,eMAPK+S6K,kcat,26,-0.106258,0.065212,0.016761,0.106258,sloppy,,,,
Receptors_Ras_1,GEF_deph,Kf,9,-0.006765,0.110117,0.032827,0.110117,sloppy,,,,
CaM,CaMCa+Ca,Kd,6,0.0,0.111467,0.027432,0.111467,sloppy,,,,
Receptors_protein,elongation,Kd,22,-0.114611,0.05663,0.016444,0.114611,sloppy,,,,
Receptors_protein,activation,Kd,22,-0.115389,0.057661,0.016592,0.115389,sloppy,,,,
Receptors_protein,eTrans+AA,Km,22,-0.115836,0.058278,0.01665,0.115836,sloppy,,,,
Receptors_Ras_2,eGbg+Ras,kcat,9,-0.115849,0.000143,0.026989,0.115849,sloppy,,,,
Receptors_eIF4E,ePP2A+4EBPpq,Km,15,-0.100493,0.116376,0.022295,0.116376,sloppy,,,,
Receptors_MAPK_1,crafpq_deph,kcat,45,-0.118557,0.102347,0.015192,0.118557,well_identified,,,,
PKC,PKC_Ca_to_memb,Kd,7,-0.073762,0.120478,0.060667,0.120478,well_identified,,,,
Ca,eGlu_NMDAR+Ca,kcat,20,-0.120838,0.0,0.011099,0.120838,well_identified,,,,
PLA2_2,PIP2_PLA2_act,Kd,9,-0.122181,0.00801,0.014562,0.122181,sloppy,,,,
CaMKII_1,eCaMCaMKII+CaMKIIp,kcat,11,-0.125403,1e-06,0.012511,0.125403,sloppy,,,,
Receptors_S6K,eMAPK+S6K,Km,26,-0.128525,0.095621,0.021402,0.128525,sloppy,,,,
Receptors_Ras_1,ePKC+GEF,Km,9,-0.008492,0.130518,0.040615,0.130518,sloppy,,,,
Receptors_S6K,ePP2A+S6Kpq,Km,26,-0.133457,0.131002,0.02823,0.133457,sloppy,,,,
TrKs_PLCg,eEGFR+PLCg,kcat,14,-0.043773,0.134,0.024267,0.134,sloppy,,,,
CaMKII_1,CaMCa4+CaMKIIp,Kd,11,-0.134164,0.068587,0.038413,0.134164,well_identified,,,,
Receptors_S6K,bS6K_act,Kf,26,-0.137063,0.137845,0.031097,0.137845,sloppy,,,,
CaM,CaM+Ca,Kd,6,0.0,0.140166,0.035431,0.140166,sloppy,,,,
43S,RM+Q,Kd,5,-0.094396,0.140506,0.04698,0.140506,sloppy,,,,
Glu_mGluR_3,Glu+mGluR,Kd,21,-0.077309,0.141671,0.016345,0.141671,well_identified,,,,
Ca,eGlu_NMDAR+Ca,Km,20,-0.0,0.142075,0.007464,0.142075,sloppy,,,,
CaMKII_1,ePP1+CaMKIIpp,Km,11,-0.142138,0.0,0.012922,0.142138,sloppy,,,,
Receptors_eEF2,ebCaMKIII+eEF2,Km,9,-2.6e-05,0.144086,0.020779,0.144086,sloppy,,,,
Receptors_Ras_1,eGEF+RasGDP,Km,9,-0.009205,0.145923,0.044667,0.145923,sloppy,,,,
barr2,eGRK2+Glu_mGluR5,kcat,4,-0.146252,-0.031446,0.07656,0.146252,well_identified,,,,
AMPAR_3,degradation_1,Kf,23,-0.147094,0.019723,0.013732,0.147094,well_identified,,,,
Receptors_eIF4E,emTORC1+4EBP,Km,15,-0.149355,0.003509,0.010769,0.149355,sloppy,,,,
Receptors_S6K,ePDK1+S6K,Km,26,-0.04992,0.152139,0.013864,0.152139,sloppy,,,,
43S,QR+M,Kd,5,-0.015524,0.152381,0.033581,0.152381,sloppy,,,,
PKA_1,R2C2cAMP2+cAMP,tau,9,-0.000445,0.153412,0.027441,0.153412,sloppy,,,,
barr2,GRK2_antag,Kf,4,-0.155431,-0.016005,0.060023,0.155431,sloppy,,,,
barr2,GRK2_Gq_inact,Kf,4,-0.155431,-0.016005,0.060023,0.155431,sloppy,,,,
AC_1,eCaM_PDE1+cAMP,kcat,15,-0.156583,0.030521,0.01484,0.156583,sloppy,,,,
Receptors_PI3K_1,PI3K+RasGTP,Kd,9,0.0,0.157546,0.019253,0.157546,sloppy,,,,
PKA_1,Release_C1,tau,9,-0.000343,0.160646,0.030362,0.160646,sloppy,,,,
Receptors_AKT,ePDK2+AKTp,Km,25,-0.163393,0.146639,0.019525,0.163393,well_identified,,,,
mGluR_PLCb,bGq_act,Kf,10,0.0,0.164471,0.037067,0.164471,sloppy,,,,
EGFR,EGF+EGFR,tau,24,-0.147231,0.165218,0.063113,0.165218,well_identified,,,,
DHPG_mGluR_2,DHPG_mGluR+Gq,Kd,5,-0.16716,0.043472,0.042586,0.16716,sloppy,,,,
mGluR_PLCb,Gq_deph,Kf,10,0.0,0.168782,0.029119,0.168782,sloppy,,,,
mGluR_PLCb,PLC_Ca+Gq,Kd,10,0.0,0.171088,0.028212,0.171088,sloppy,,,,
TrKs_SHC,eEGFR+SHC,kcat,4,-0.002684,0.17144,0.078845,0.17144,sloppy,,,,
AC_1,eCaM_PDE1+cAMP,Km,15,-0.172443,0.034359,0.017174,0.172443,sloppy,,,,
mGluR_PLCb,PLC_Gq+Ca,Kd,10,-0.027675,0.17563,0.035806,0.17563,sloppy,,,,
NMDAR,Glu+NMDAR,Kd,5,-0.175698,0.020486,0.039271,0.175698,sloppy,,,,
HomerPIKE_1,eHomerPIKEPI3K+PIP2,kcat,4,-0.176178,0.0,0.067702,0.176178,sloppy,,,,
CaMKII_1,eCaMCaMKII+CaMKIIp,Km,11,-0.17844,1e-06,0.017826,0.17844,sloppy,,,,
CaMKIII,eS6Kpqrs+CaMKIII,Km,9,-0.179523,0.0,0.019984,0.179523,sloppy,,,,
mGluR_PLCb,PLC_CaGq_inact,Kf,10,0.0,0.182855,0.032383,0.182855,sloppy,,,,
mGluR_PLCb,ePLCb_Ca_Gq+PIP2,Km,10,-0.007099,0.185299,0.035583,0.185299,sloppy,,,,
PKC,PKC+Ca,Kd,7,-0.086698,0.186009,0.086633,0.186009,well_identified,,,,
PKA_1,R2C2cAMP3+cAMP,tau,9,-0.000493,0.186964,0.036653,0.186964,sloppy,,,,
mGluR_PLCb,ePLCb_Ca_Gq+PIP2,kcat,10,-0.00158,0.189591,0.035595,0.189591,sloppy,,,,
PKC,PKC+DAG,Kd,7,-0.196102,0.0368,0.034483,0.196102,sloppy,,,,
Receptors_protein,ebTrans+AA,Km,22,-0.037364,0.198383,0.022114,0.198383,sloppy,,,,
Receptors_MAPK_1,mGluR_barr2+Raf,Kd,45,-0.080165,0.199093,0.016699,0.199093,well_identified,,,,
Receptors_eEF2,CaMKIIIp_deph,Kf,9,-0.199181,0.003537,0.026232,0.199181,sloppy,,,,
HomerPIKE_1,PIKE+Glu_mGluR_Homer,Kd,4,-0.203451,0.0,0.090801,0.203451,sloppy,,,,
HomerPIKE_1,PI3K+Glu_mGluR_HomerPIKE,Kd,4,-0.205466,0.0,0.09103,0.205466,sloppy,,,,
PLA2_1,ePLA2PIP2+APC,kcat,9,-0.207918,0.0,0.024826,0.207918,sloppy,,,,
HomerPIKE_1,eHomerPIKEPI3K+PIP2,Km,4,-0.209764,0.0,0.090584,0.209764,sloppy,,,,
Receptors_S6K,emTORC1+S6K,Km,26,-0.210277,0.108118,0.030282,0.210277,sloppy,,,,
AC_3,Gs_inact,Kf,15,-0.210648,0.115644,0.045946,0.210648,well_identified,,,,
TrKs_SHC,eTrKB+SHC,Km,4,-0.210973,0.0,0.052743,0.210973,sloppy,,,,
PLA2_2,ePLA2PIP2+APC,Km,9,-0.213319,0.013933,0.025353,0.213319,sloppy,,,,
Receptors_MAPK_2,ecraf+MAPKK,Km,45,-0.200669,0.217348,0.032441,0.217348,sloppy,,,,
Receptors_eEF2,eCaMKIII+eEF2,kcat,9,-0.219395,5.1e-05,0.059694,0.219395,well_identified,,,,
AC_2,bGs_act,Kf,15,-0.221091,0.160538,0.046963,0.221091,well_identified,,,,
PLA2_1,ePLA2Ca+APC,Km,9,-0.011406,0.224569,0.065255,0.224569,well_identified,,,,
Receptors_Ras_1,esynGAP+RasGTP,Km,9,-0.226274,0.139728,0.12123,0.226274,well_identified,,,,
Receptors_S6K,emTORC1+S6K,kcat,26,-0.15963,0.234531,0.048588,0.234531,well_identified,,,,
TrKs_PLCg,eTrKB+PLCg,Km,14,-0.031403,0.236057,0.019105,0.236057,sloppy,,,,
PLA2_1,PIP2_CaPLA2p_act,tau,9,0.0,0.23665,0.050542,0.23665,well_identified,,,,
Receptors_MAPK_2,ecraf+MAPKKp,Km,45,-0.163935,0.239107,0.030588,0.239107,sloppy,,,,
PKC,PKC_DAG+AA,Kd,7,-0.23934,0.074267,0.044801,0.23934,sloppy,,,,
Receptors_eIF4E,emTORC1+eIF4E_4EBP,Km,15,-0.239469,0.144222,0.035603,0.239469,sloppy,,,,
Receptors_Ras_1,eSHCpSosGrb2+Ras,Km,9,-0.242443,0.14174,0.072718,0.242443,well_identified,,,,
Receptors_MAPK_1,Raf1_deph,Km,45,-0.246672,0.117997,0.037222,0.246672,well_identified,,,,
PKC,PKC_Ca+AA,tau,7,-0.248914,9.6e-05,0.037161,0.248914,sloppy,,,,
PKC,PKC_DAG_AA_act,Kd,7,-0.25213,0.083274,0.047915,0.25213,sloppy,,,,
PKA_1,R2C2cAMP2+cAMP,Kd,9,-0.045841,0.253456,0.078876,0.253456,sloppy,,,,
NMDAR,eAMPAR+Glu_NMDAR,kcat,5,-0.254846,0.052499,0.061469,0.254846,sloppy,,,,
Glu_mGluR_1,ePP2A+IntRpS840,Km,21,-0.036056,0.256803,0.030544,0.256803,well_identified,,,,
PKA_1,R2C2+cAMP,Kd,9,-0.165986,0.257809,0.106152,0.257809,sloppy,,,,
PKC,bPKC_act,Kd,7,-0.192624,0.264245,0.165345,0.264245,well_identified,,,,
PKA_1,R2C2cAMP+cAMP,Kd,9,-0.018587,0.266593,0.084987,0.266593,sloppy,,,,
PKA_1,R2C2cAMP3+cAMP,Kd,9,-0.096405,0.278801,0.09133,0.278801,sloppy,,,,
TrKB,TrKB_cycling,Kf,20,-0.27992,0.1359,0.076779,0.27992,well_identified,,,,
TrKB,TrKBdimeriz,Kd,20,-0.284896,0.167772,0.091247,0.284896,well_identified,,,,
PLA2_1,PLA2_Ca_act,Kd,9,-0.213883,0.285495,0.080326,0.285495,well_identified,,,,
Receptors_S6K,ePP2A+S6Kpqr,Km,26,-0.207601,0.286435,0.054779,0.286435,well_identified,,,,
TrKs_PLCg,PLCgp_deph,Kf,14,-0.287051,0.108686,0.055864,0.287051,sloppy,,,,
PLA2_1,PIP2_CaPLA2p_act,Kd,9,-0.055375,0.288253,0.098735,0.288253,sloppy,,,,
CaMKII_2,eCaMCaMKII+CaMCaMKII,Km,11,-0.042271,0.291225,0.036866,0.291225,sloppy,,,,
PLA2_1,ePLA2PIP2Ca+APC,kcat,9,-0.0327,0.296025,0.088781,0.296025,sloppy,,,,
NMDAR,NMDA+NMDAR,Kd,5,-0.29753,0.0,0.176171,0.29753,sloppy,,,,
PLA2_1,ePLA2PIP2Ca+APC,Km,9,-0.030722,0.298112,0.093038,0.298112,sloppy,,,,
Receptors_eEF2,eCaMKIII+eEF2,Km,9,-0.302025,5.1e-05,0.10875,0.302025,well_identified,,,,
Receptors_MAPK_1,crafpq_deph,Km,45,-0.302743,0.065069,0.046818,0.302743,well_identified,,,,
Receptors_MAPK_1,eMAPKK+MAPKp,kcat,45,-0.260812,0.308738,0.062566,0.308738,well_identified,,,,
Receptors_PI3K_1,ePTEN+PIP3,Km,9,-7.3e-05,0.310247,0.034631,0.310247,well_identified,,,,
Receptors_eEF2,ePP2A+eEF2p,kcat,9,-0.012773,0.31479,0.052488,0.31479,well_identified,,,,
AMPAR_3,eCaMKII+synGAP_PDZ,Km,23,-0.172748,0.316747,0.037066,0.316747,well_identified,,,,
TrKB,TrKB_Internalize,Kf,20,-0.124309,0.319093,0.060752,0.319093,well_identified,,,,
CaMKII_1,ePP1+CaMKIIpppc,Km,11,-0.319857,0.0,0.029078,0.319857,sloppy,,,,
TrKs_PLCg,Ca+PLCg,Kd,14,-0.081597,0.323686,0.103781,0.323686,well_identified,,,,
Receptors_MAPK_2,ePKC+craf,kcat,45,-0.13429,0.327537,0.039195,0.327537,well_identified,,,,
TrKB,BDNF+TrKB,tau,20,-0.330529,0.288893,0.096029,0.330529,well_identified,,,,
EGFR,EGFR_recycling,Kf,24,-0.070038,0.335184,0.076456,0.335184,well_identified,,,,
Receptors_MAPK_5,eMAPK+crafp,kcat,45,-0.062264,0.3378,0.012623,0.3378,sloppy,,,,
Glu_mGluR_3,Glu_mGluR+Gq,Kd,21,-0.092054,0.337825,0.044747,0.337825,sloppy,,,,
Receptors_S6K,ePP2A+S6Kpqrs,Km,26,-0.342522,0.260286,0.074076,0.342522,well_identified,,,,
Receptors_MAPK_5,eMAPK+crafp,Km,45,-0.062309,0.346648,0.013215,0.346648,sloppy,,,,
AMPAR_3,synGAP_deph,Kf,23,-0.283634,0.349335,0.055498,0.349335,well_identified,,,,
Receptors_Ras_1,eGEF+RasGDP,kcat,9,-0.349345,0.141167,0.139163,0.349345,well_identified,,,,
Receptors_MAPK_5,ePKC+craf,Km,45,-0.274868,0.356319,0.047498,0.356319,well_identified,,,,
Receptors_Ras_1,ebGEF+Ras,kcat,9,-0.362629,0.083612,0.092759,0.362629,sloppy,,,,
4EBP,eIF4E+4EBP,tau,5,0.0,0.364936,0.072987,0.364936,sloppy,,,,
CaMKIII,CaMCa4+CaMKIII,Kd,9,-0.36922,0.322776,0.081318,0.36922,well_identified,,,,
DHPG_mGluR_2,DHPG+mGluR_Gq,Kd,5,-0.369293,0.024721,0.078893,0.369293,sloppy,,,,
EGFR,EGF+EGFR,Kd,24,-0.043672,0.383309,0.173871,0.383309,well_identified,,,,
barr2,LRpT840+barr2,Kd,4,0.005346,0.386941,0.105068,0.386941,well_identified,,,,
CaMKII_2,CaMCa4+CaMKII,tau,11,-0.001213,0.387244,0.037027,0.387244,sloppy,,,,
AMPAR_2,eCaMKIIp+synGAP_PSD,Km,23,-0.388047,0.018365,0.036714,0.388047,well_identified,,,,
Receptors_AKT,ePP2A+AKTp,Km,25,-0.388643,0.11322,0.06476,0.388643,sloppy,,,,
EGFR,EGFR_Internalize,Kf,24,-0.388955,0.379266,0.222261,0.388955,well_identified,,,,
Receptors_MAPK_1,eRas+MAPKK,Km,45,-0.390372,0.113867,0.065707,0.390372,sloppy,,,,
b2AR,Iso+RGs,Kd,3,-0.39295,0.037485,0.149886,0.39295,sloppy,,,,
NMDAR,eAMPAR+Glu_NMDAR,Km,5,-0.393517,0.0,0.154118,0.393517,sloppy,,,,
43S,R+M,Kd,5,-0.396667,0.0,0.098223,0.396667,sloppy,,,,
barr2,eGRK2+Glu_mGluR5,Km,4,-0.416812,-0.065697,0.200868,0.416812,sloppy,,,,
Receptors_AKT,ePP2A+AKTpq,Km,25,-0.417045,0.1037,0.063071,0.417045,sloppy,,,,
Receptors_eIF4E,eMAPK+4EBPpq,Km,15,-0.427957,0.059465,0.038827,0.427957,sloppy,,,,
Receptors_MAPK_5,eMAPKK+MAPK,Km,45,-0.298233,0.432321,0.057035,0.432321,sloppy,,,,
Receptors_MAPK_5,eMAPKK+MAPKp,Km,45,-0.36354,0.432387,0.047596,0.432387,sloppy,,,,
TrKB,BDNF+TrKB,Kd,20,-0.248598,0.442005,0.146884,0.442005,well_identified,,,,
Ras,eGAP+Ras,Km,5,-0.443716,0.0,0.088743,0.443716,sloppy,,,,
AMPAR_2,synGAP+PSD95,Kd,23,-0.014554,0.450788,0.032018,0.450788,well_identified,,,,
TrKs_PLCg,eEGFR+PLCg,Km,14,-0.455564,0.005559,0.064574,0.455564,sloppy,,,,
Receptors_PI3K_1,SHCp+Grb2,Kd,9,-0.456552,0.0,0.054129,0.456552,sloppy,,,,
Glu_mGluR_2,mGluR5_recycling,Kd,21,-0.465434,0.103796,0.03537,0.465434,well_identified,,,,
CaMKII_1,CaMCa4+CaMKII,Kd,11,-0.472674,0.42193,0.096952,0.472674,well_identified,,,,
Receptors_MAPK_2,eRas+MAPKK,kcat,45,-0.473067,0.311131,0.099299,0.473067,well_identified,,,,
Receptors_MAPK_2,Ras+craf,Kd,45,-0.479674,0.303305,0.080572,0.479674,well_identified,,,,
Ras,bRasGTP_deph,Kf,5,0.0,0.479855,0.187045,0.479855,well_identified,,,,
4EBP,eIF4E+4EBP,Kd,5,0.0,0.49236,0.098472,0.49236,sloppy,,,,
Receptors_MAPK_1,eMAPKK+MAPK,kcat,45,-0.494495,0.315263,0.104637,0.494495,sloppy,,,,
CaMKII_2,bCaMKII+CaMKII,Kf,11,-0.501142,0.425092,0.141578,0.501142,well_identified,,,,
Receptors_MAPK_1,eRas+MAPKKp,Km,45,-0.504506,0.158126,0.078443,0.504506,sloppy,,,,
Receptors_MAPK_1,craf_deph,Km,45,-0.509404,0.31553,0.116888,0.509404,sloppy,,,,
Receptors_MAPK_1,eRas+MAPKKp,kcat,45,-0.516586,0.33096,0.110612,0.516586,sloppy,,,,
TSC1_2,eTSC1_2+RhebGTP,kcat,5,-0.112846,0.516853,0.236555,0.516853,sloppy,,,,
Receptors_PI3K_1,SHCpGrb2Gab1+PI3K,Kd,9,-0.532565,0.0,0.062641,0.532565,sloppy,,,,
DHPG_mGluR_2,DHPG+mGluR,Kd,5,-0.532921,0.013788,0.119633,0.532921,well_identified,,,,
Receptors_MAPK_2,ecraf+MAPKK,kcat,45,-0.541262,0.314419,0.104111,0.541262,sloppy,,,,
Receptors_MAPK_2,ePP2A+MAPKKp,kcat,45,-0.545959,0.318722,0.096485,0.545959,sloppy,,,,
Receptors_MAPK_2,eMKP1+MAPKp,Km,45,-0.546084,0.342368,0.097443,0.546084,sloppy,,,,
barr2,GRK2+bg,Kd,4,-0.54724,0.115467,0.202359,0.54724,sloppy,,,,
Ca,IP3Ract,tau,20,-0.558144,0.090819,0.033163,0.558144,well_identified,,,,
TSC1_2,eTSC1_2+RhebGTP,Km,5,-0.094225,0.608458,0.261807,0.608458,sloppy,,,,
Receptors_MAPK_1,ePP2A+MAPKKp,Km,45,-0.608577,0.316643,0.105927,0.608577,sloppy,,,,
Receptors_eEF2,ePP2A+eEF2p,Km,9,-0.20202,0.623387,0.117709,0.623387,well_identified,,,,
Receptors_MAPK_2,eMKP1+MAPKpq,Km,45,-0.631146,0.289624,0.102767,0.631146,well_identified,,,,
Receptors_MAPK_1,craf_deph,kcat,45,-0.640971,0.31566,0.111659,0.640971,sloppy,,,,
Receptors_MAPK_2,ecraf+MAPKKp,kcat,45,-0.658397,0.314985,0.110801,0.658397,sloppy,,,,
Receptors_MAPK_1,ePP2A+MAPKKpq,kcat,45,-0.660348,0.323238,0.09473,0.660348,sloppy,,,,
Receptors_MAPK_2,ePP2A+MAPKKpq,Km,45,-0.691509,0.317583,0.097292,0.691509,sloppy,,,,
TrKs_SHC,SHCp_deph,Kf,4,0.000324,0.707064,0.35474,0.707064,sloppy,,,,
TrKs_SHC,eEGFR+SHC,Km,4,-0.088105,0.732609,0.387615,0.732609,sloppy,,,,
HomerPIKE_1,Glu+mGluR_Homer,tau,4,-1.496867,0.0,1.044641,1.496867,sloppy,,,,
HomerPIKE_1,Glu+mGluR_Homer,Kd,4,-1.496867,0.0,1.044641,1.496867,sloppy,,,,
HomerPIKE_1,DHPG+mGluR_Homer,tau,4,-1.496867,0.0,1.044641,1.496867,sloppy,,,,
HomerPIKE_1,DHPG+mGluR_Homer,Kd,4,-1.496867,0.0,1.044641,1.496867,sloppy,,,,
HomerPIKE_1,mGluR+Homer,Kd,4,-1.496867,0.0,1.044641,1.496867,sloppy,,,,
HomerPIKE_1,mGluR+Homer,tau,4,-1.496867,0.0,1.044641,1.496867,sloppy,,,,
Glu_mGluR_3,ePKC+RpS870G,kcat,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+RpS870G,Km,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+RpS870,kcat,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+RpS870,Km,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+LRpS870,kcat,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+LRpS870,Km,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+RG,kcat,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+RG,Km,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+LR,Km,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
Glu_mGluR_3,ePKC+LR,kcat,21,-1.745355,0.0,0.894987,1.745355,sloppy,,,,
DHPG_mGluR_1,ePKC+DHPGR,kcat,5,-1.81066,-1.353967,1.549206,1.81066,well_identified,,,,
DHPG_mGluR_2,ePKC+DHPGR,Km,5,-1.81066,-1.353967,1.549206,1.81066,sloppy,,,,
DHPG_mGluR_2,ePKC+DHPGRpS870,Km,5,-1.81066,-1.353967,1.549206,1.81066,sloppy,,,,
DHPG_mGluR_2,ePKC+DHPGRpS870,kcat,5,-1.81066,-1.353967,1.549206,1.81066,sloppy,,,,
